order_item_id,order_id,product_id,quantity,unit_price,discount,estimated_cost
OI0027305,O011809,P00655,1,12012.56,0.0,7231.54
OI0027306,O011810,P00347,2,6420.93,0.0,10388.56
OI0027307,O011811,P00041,1,994.5,0.04,738.4
OI0027308,O011812,P00772,1,4708.91,0.01,2617.72
OI0027309,O011813,P00728,2,17506.69,0.04,30736.44
OI0027310,O011813,P00442,4,3367.04,0.0,10653.6
OI0027311,O011814,P00200,1,5539.45,0.11,3993.12
OI0027312,O011814,P00533,2,4505.38,0.04,7246.2
OI0027313,O011815,P00358,1,1150.36,0.01,931.8
OI0027314,O011815,P00126,1,2411.58,0.12,1553.41
OI0027315,O011816,P00096,1,759.82,0.08,722.07
OI0027316,O011816,P00116,3,2696.77,0.07,7300.05
OI0027317,O011816,P00109,1,1747.98,0.07,1215.58
OI0027318,O011816,P00529,2,34202.14,0.0,52014.92
OI0027319,O011817,P00729,1,1848.65,0.04,1590.2
OI0027320,O011817,P00571,5,30575.1,0.07,128976.55
OI0027321,O011817,P00420,1,8736.7,0.05,6912.2
OI0027322,O011818,P00194,1,9392.74,0.07,6161.85
OI0027323,O011818,P00439,1,32645.12,0.12,21654.64
OI0027324,O011819,P00348,1,1291.93,0.0,892.47
OI0027325,O011819,P00248,1,2767.89,0.03,2017.29
OI0027326,O011819,P00210,2,317.11,0.05,453.96
OI0027327,O011820,P00782,4,11227.61,0.01,28264.92
OI0027328,O011820,P00248,1,2853.49,0.0,2017.29
OI0027329,O011820,P00646,1,13608.9,0.06,8540.59
OI0027330,O011820,P00597,3,7166.71,0.0,16137.96
OI0027331,O011821,P00085,1,58584.56,0.02,38076.14
OI0027332,O011822,P00077,1,3730.7,0.0,2397.23
OI0027333,O011823,P00577,1,6430.96,0.12,5995.96
OI0027334,O011824,P00774,2,1922.97,0.03,3176.34
OI0027335,O011825,P00036,1,409.08,0.03,349.06
OI0027336,O011825,P00700,1,519.56,0.13,411.19
OI0027337,O011826,P00589,1,4458.63,0.04,3472.47
OI0027338,O011826,P00451,2,499.04,0.03,814.46
OI0027339,O011826,P00385,1,1788.39,0.15,1274.16
OI0027340,O011827,P00775,2,648.89,0.0,885.94
OI0027341,O011828,P00726,1,3931.86,0.02,3093.82
OI0027342,O011829,P00225,2,805.33,0.08,1183.5
OI0027343,O011830,P00744,1,1405.41,0.06,1158.25
OI0027344,O011830,P00727,1,1387.22,0.11,1352.09
OI0027345,O011831,P00460,1,10793.42,0.01,6877.38
OI0027346,O011831,P00666,2,2923.05,0.17,4288.72
OI0027347,O011832,P00668,1,1758.8,0.0,1389.75
OI0027348,O011832,P00483,1,2075.04,0.07,1240.07
OI0027349,O011832,P00464,3,12687.11,0.04,24636.3
OI0027350,O011833,P00261,1,786.91,0.23,732.62
OI0027351,O011834,P00670,1,4032.62,0.0,2230.23
OI0027352,O011835,P00042,1,7916.6,0.26,8070.8
OI0027353,O011835,P00697,1,3507.42,0.0,2938.6
OI0027354,O011836,P00236,1,1573.98,0.0,1135.14
OI0027355,O011836,P00436,2,143.53,0.06,240.28
OI0027356,O011836,P00202,1,1015.46,0.17,673.44
OI0027357,O011837,P00381,1,3407.69,0.12,2322.42
OI0027358,O011837,P00358,3,1034.16,0.11,2795.4
OI0027359,O011837,P00257,1,2184.64,0.03,1499.79
OI0027360,O011837,P00653,1,5138.17,0.11,4612.33
OI0027361,O011837,P00537,1,2084.22,0.08,1428.06
OI0027362,O011838,P00655,1,11411.93,0.05,7231.54
OI0027363,O011838,P00337,2,44273.18,0.08,65344.5
OI0027364,O011839,P00462,3,3060.4,0.04,6913.89
OI0027365,O011839,P00563,1,44908.02,0.04,36813.06
OI0027366,O011839,P00203,1,3210.83,0.0,2458.72
OI0027367,O011840,P00202,2,1186.74,0.03,1346.88
OI0027368,O011840,P00639,2,46370.85,0.05,77233.74
OI0027369,O011841,P00254,1,11742.71,0.01,8369.9
OI0027370,O011841,P00346,1,4499.85,0.08,3355.5
OI0027371,O011842,P00146,1,10232.31,0.01,7755.61
OI0027372,O011842,P00441,1,102.66,0.05,77.11
OI0027373,O011843,P00664,1,252.07,0.02,180.06
OI0027374,O011844,P00577,1,6504.04,0.11,5995.96
OI0027375,O011844,P00379,1,4196.19,0.01,2608.96
OI0027376,O011844,P00139,1,1242.09,0.0,794.41
OI0027377,O011844,P00123,2,260.62,0.08,388.62
OI0027378,O011844,P00773,1,526.63,0.0,422.22
OI0027379,O011845,P00105,1,5929.77,0.04,4559.74
OI0027380,O011845,P00155,1,507.44,0.04,381.16
OI0027381,O011845,P00069,1,788.7,0.05,541.74
OI0027382,O011846,P00690,2,47596.3,0.05,57146.24
OI0027383,O011846,P00248,1,2853.49,0.0,2017.29
OI0027384,O011847,P00552,2,926.8,0.09,1174.8
OI0027385,O011847,P00554,3,4871.87,0.0,8084.97
OI0027386,O011848,P00363,4,4281.17,0.11,16363.12
OI0027387,O011849,P00405,2,2145.38,0.1,3986.96
OI0027388,O011849,P00773,2,505.56,0.04,844.44
OI0027389,O011849,P00035,1,5126.19,0.0,3712.58
OI0027390,O011850,P00577,1,6577.12,0.1,5995.96
OI0027391,O011850,P00409,1,39997.97,0.17,34049.91
OI0027392,O011850,P00475,1,192.87,0.05,168.77
OI0027393,O011850,P00553,3,5003.41,0.09,11843.79
OI0027394,O011850,P00373,4,1586.22,0.1,5689.2
OI0027395,O011851,P00660,4,6877.5,0.03,23565.84
OI0027396,O011851,P00312,1,532.0,0.0,422.69
OI0027397,O011852,P00486,1,1006.44,0.05,796.58
OI0027398,O011852,P00256,1,4502.34,0.02,3187.32
OI0027399,O011852,P00168,1,2817.91,0.09,2347.92
OI0027400,O011852,P00609,1,1893.19,0.2,1802.68
OI0027401,O011853,P00408,2,58341.56,0.0,97427.04
OI0027402,O011853,P00565,1,36634.91,0.0,30729.74
OI0027403,O011854,P00105,1,6115.07,0.01,4559.74
OI0027404,O011855,P00055,1,12186.4,0.03,9081.3
OI0027405,O011855,P00144,1,1941.73,0.05,1623.35
OI0027406,O011855,P00759,1,2131.35,0.02,1883.07
OI0027407,O011855,P00330,1,1045.46,0.07,814.42
OI0027408,O011856,P00708,1,18988.25,0.17,18760.8
OI0027409,O011857,P00623,1,1634.09,0.24,1860.31
OI0027410,O011857,P00602,3,1368.54,0.0,2655.06
OI0027411,O011858,P00303,2,114.08,0.08,140.26
OI0027412,O011858,P00768,3,2605.22,0.0,5189.52
OI0027413,O011858,P00282,1,3419.39,0.16,2692.26
OI0027414,O011859,P00297,4,5775.37,0.1,22522.92
OI0027415,O011859,P00093,2,37487.79,0.03,60579.84
OI0027416,O011859,P00196,1,122.41,0.09,102.2
OI0027417,O011860,P00092,5,430.89,0.07,1631.9
OI0027418,O011861,P00561,2,845.58,0.0,1158.3
OI0027419,O011861,P00672,2,1274.75,0.08,1625.4
OI0027420,O011861,P00468,1,39798.12,0.15,30823.18
OI0027421,O011862,P00428,1,4092.61,0.0,2923.65
OI0027422,O011863,P00422,2,4275.68,0.07,6418.66
OI0027423,O011863,P00272,1,4185.28,0.0,3597.08
OI0027424,O011863,P00416,1,4946.31,0.0,2776.77
OI0027425,O011863,P00454,1,10158.18,0.08,9019.91
OI0027426,O011864,P00585,2,2082.18,0.0,2668.5
OI0027427,O011864,P00752,1,986.72,0.01,776.29
OI0027428,O011864,P00472,1,31227.87,0.04,24366.69
OI0027429,O011864,P00018,1,1892.5,0.11,1336.66
OI0027430,O011865,P00287,2,821.58,0.07,1398.24
OI0027431,O011865,P00201,3,4824.29,0.0,11708.64
OI0027432,O011866,P00371,1,49931.95,0.08,36101.91
OI0027433,O011866,P00549,2,1264.62,0.13,2224.86
OI0027434,O011866,P00209,2,4395.28,0.01,6153.42
OI0027435,O011867,P00364,1,51435.28,0.11,45124.9
OI0027436,O011868,P00605,1,1898.45,0.1,1527.99
OI0027437,O011869,P00561,1,845.58,0.0,579.15
OI0027438,O011869,P00274,1,1222.54,0.09,1128.73
OI0027439,O011869,P00661,1,1105.91,0.11,790.64
OI0027440,O011870,P00675,3,1637.16,0.08,3899.82
OI0027441,O011870,P00439,3,37096.73,0.0,64963.92
OI0027442,O011871,P00130,1,1264.02,0.22,1260.65
OI0027443,O011871,P00520,1,3211.04,0.02,2216.16
OI0027444,O011872,P00058,3,14511.79,0.03,35316.66
OI0027445,O011872,P00451,3,509.33,0.01,1221.69
OI0027446,O011872,P00382,1,42157.73,0.05,35622.14
OI0027447,O011873,P00173,1,412.14,0.0,338.51
OI0027448,O011873,P00226,3,680.85,0.06,1628.88
OI0027449,O011874,P00002,3,5655.27,0.03,15038.79
OI0027450,O011874,P00770,1,2207.52,0.03,1357.52
OI0027451,O011875,P00473,1,3442.97,0.1,2202.66
OI0027452,O011876,P00199,3,2888.42,0.1,6434.91
OI0027453,O011876,P00453,2,3035.06,0.07,4525.8
OI0027454,O011876,P00297,1,6352.91,0.01,5630.73
OI0027455,O011876,P00260,1,1734.18,0.16,1520.13
OI0027456,O011876,P00386,1,8032.07,0.05,6618.75
OI0027457,O011876,P00455,3,56889.34,0.02,111467.01
OI0027458,O011877,P00021,1,4394.18,0.01,3827.76
OI0027459,O011877,P00690,3,50101.37,0.0,85719.36
OI0027460,O011878,P00592,1,4475.94,0.11,4403.86
OI0027461,O011878,P00230,1,8521.28,0.02,6743.48
OI0027462,O011878,P00593,1,8361.59,0.07,7680.67
OI0027463,O011878,P00009,1,3552.83,0.06,3009.91
OI0027464,O011879,P00216,1,836.26,0.14,751.2
OI0027465,O011879,P00017,2,1074.98,0.0,1448.72
OI0027466,O011879,P00422,1,4597.51,0.0,3209.33
OI0027467,O011880,P00674,1,3633.1,0.0,2049.63
OI0027468,O011881,P00555,1,1787.3,0.0,1274.28
OI0027469,O011882,P00598,1,12577.61,0.08,11917.81
OI0027470,O011882,P00668,4,1653.27,0.06,5559.0
OI0027471,O011882,P00570,1,304.58,0.06,206.6
OI0027472,O011882,P00105,1,5682.69,0.08,4559.74
OI0027473,O011883,P00532,2,11940.69,0.02,20509.7
OI0027474,O011883,P00590,1,35640.05,0.17,26043.62
OI0027475,O011884,P00465,4,11669.28,0.01,35584.64
OI0027476,O011885,P00194,1,8584.76,0.15,6161.85
OI0027477,O011885,P00303,2,112.84,0.09,140.26
OI0027478,O011886,P00090,1,770.16,0.03,506.21
OI0027479,O011886,P00170,1,2217.45,0.0,1629.15
OI0027480,O011886,P00472,1,29276.13,0.1,24366.69
OI0027481,O011887,P00587,3,9718.79,0.01,22520.31
OI0027482,O011887,P00048,3,7336.91,0.0,18613.95
OI0027483,O011888,P00462,3,2964.77,0.07,6913.89
OI0027484,O011888,P00311,1,738.94,0.04,635.01
OI0027485,O011889,P00665,3,36363.44,0.04,71479.65
OI0027486,O011890,P00352,3,26932.4,0.07,49705.74
OI0027487,O011890,P00438,1,939.0,0.1,668.41
OI0027488,O011890,P00678,1,42508.54,0.13,27674.18
OI0027489,O011891,P00185,1,4232.48,0.0,2831.03
OI0027490,O011892,P00340,1,4496.23,0.0,3515.01
OI0027491,O011892,P00121,1,1030.43,0.0,901.05
OI0027492,O011893,P00641,3,1334.62,0.0,3037.59
OI0027493,O011893,P00538,2,1592.67,0.13,2775.52
OI0027494,O011894,P00483,1,2208.92,0.01,1240.07
OI0027495,O011894,P00708,1,22419.86,0.02,18760.8
OI0027496,O011894,P00319,1,11456.86,0.14,7812.4
OI0027497,O011895,P00178,3,1991.66,0.08,4297.32
OI0027498,O011895,P00780,1,3698.61,0.01,2710.44
OI0027499,O011896,P00397,4,4084.44,0.06,13273.2
OI0027500,O011896,P00266,1,254.53,0.01,149.71
OI0027501,O011896,P00370,1,4423.55,0.02,3032.72
OI0027502,O011897,P00336,1,51583.94,0.08,36108.51
OI0027503,O011898,P00601,1,1119.19,0.13,725.58
OI0027504,O011899,P00575,2,1790.52,0.04,3078.88
OI0027505,O011900,P00423,1,5210.94,0.01,3776.62
OI0027506,O011901,P00280,4,10685.26,0.02,26139.68
OI0027507,O011901,P00580,1,732.08,0.14,742.62
OI0027508,O011902,P00656,1,2531.37,0.05,2214.55
OI0027509,O011902,P00752,2,946.86,0.05,1552.58
OI0027510,O011903,P00176,2,784.62,0.0,883.14
OI0027511,O011903,P00639,1,41489.71,0.15,38616.87
OI0027512,O011904,P00588,1,2780.38,0.01,2182.86
OI0027513,O011904,P00311,1,692.76,0.1,635.01
OI0027514,O011905,P00377,1,455.72,0.06,328.05
OI0027515,O011905,P00141,1,3508.21,0.19,3066.17
OI0027516,O011905,P00204,1,467.46,0.07,434.43
OI0027517,O011906,P00281,4,1900.67,0.0,5101.16
OI0027518,O011906,P00445,1,1959.89,0.01,1737.35
OI0027519,O011907,P00539,1,1149.59,0.0,650.98
OI0027520,O011907,P00258,2,896.78,0.2,1688.5
OI0027521,O011908,P00027,1,501.36,0.06,426.51
OI0027522,O011908,P00693,1,8064.2,0.02,6350.1
OI0027523,O011909,P00325,2,1390.74,0.17,2678.94
OI0027524,O011910,P00250,1,11570.38,0.05,8258.08
OI0027525,O011910,P00536,1,2616.84,0.0,1919.07
OI0027526,O011910,P00416,1,4402.22,0.11,2776.77
OI0027527,O011911,P00722,1,4625.99,0.06,3406.53
OI0027528,O011911,P00749,1,1063.25,0.07,960.86
OI0027529,O011912,P00028,1,9154.32,0.0,5527.47
OI0027530,O011913,P00521,3,1094.64,0.18,2560.11
OI0027531,O011914,P00476,1,5941.05,0.0,4681.38
OI0027532,O011914,P00337,1,38979.65,0.19,32672.25
OI0027533,O011915,P00293,1,1538.99,0.06,1168.4
OI0027534,O011915,P00788,1,1671.65,0.18,1680.31
OI0027535,O011916,P00362,2,1375.28,0.14,2543.82
OI0027536,O011916,P00690,1,40582.11,0.19,28573.12
OI0027537,O011917,P00256,2,4134.8,0.1,6374.64
OI0027538,O011917,P00240,1,1808.97,0.09,1503.85
OI0027539,O011918,P00240,1,1908.36,0.04,1503.85
OI0027540,O011918,P00584,2,35120.14,0.0,52179.06
OI0027541,O011918,P00531,1,491.87,0.06,325.37
OI0027542,O011918,P00143,1,7895.53,0.13,7115.14
OI0027543,O011918,P00411,3,1534.36,0.0,2879.88
OI0027544,O011919,P00157,1,7517.98,0.13,6791.77
OI0027545,O011919,P00321,1,7078.11,0.12,4882.28
OI0027546,O011919,P00390,2,26239.94,0.01,42478.52
OI0027547,O011919,P00218,1,13108.95,0.0,9323.4
OI0027548,O011920,P00365,1,10999.31,0.02,7109.84
OI0027549,O011920,P00344,2,1771.83,0.03,2192.38
OI0027550,O011921,P00730,1,5538.31,0.03,3760.91
OI0027551,O011921,P00137,2,8995.0,0.09,12777.04
OI0027552,O011921,P00296,1,1602.99,0.02,1315.22
OI0027553,O011922,P00348,3,1291.93,0.0,2677.41
OI0027554,O011922,P00344,1,1552.64,0.15,1096.19
OI0027555,O011922,P00587,2,9816.96,0.0,15013.54
OI0027556,O011923,P00309,3,1245.9,0.16,3822.87
OI0027557,O011924,P00033,1,9146.55,0.11,6854.73
OI0027558,O011924,P00581,1,5093.87,0.0,3886.49
OI0027559,O011925,P00405,1,2383.76,0.0,1993.48
OI0027560,O011925,P00590,2,42939.82,0.0,52087.24
OI0027561,O011925,P00223,3,2079.55,0.05,4506.03
OI0027562,O011925,P00065,1,2556.97,0.08,1794.5
OI0027563,O011926,P00764,1,2232.58,0.04,1692.69
OI0027564,O011926,P00328,1,18173.11,0.03,16440.33
OI0027565,O011927,P00729,2,1925.68,0.0,3180.4
OI0027566,O011928,P00781,1,4640.5,0.0,3310.06
OI0027567,O011928,P00374,2,1097.71,0.04,1408.42
OI0027568,O011928,P00486,2,911.09,0.14,1593.16
OI0027569,O011929,P00638,1,257.41,0.0,208.6
OI0027570,O011929,P00143,1,8167.79,0.1,7115.14
OI0027571,O011930,P00092,1,430.89,0.07,326.38
OI0027572,O011930,P00460,2,10902.44,0.0,13754.76
OI0027573,O011931,P00423,2,4737.22,0.1,7553.24
OI0027574,O011931,P00738,1,8356.61,0.0,6454.4
OI0027575,O011932,P00534,1,1848.88,0.13,1514.54
OI0027576,O011932,P00234,1,969.13,0.05,703.55
OI0027577,O011932,P00247,1,1814.91,0.0,1124.01
OI0027578,O011932,P00049,2,1788.28,0.0,2728.76
OI0027579,O011933,P00559,1,5976.1,0.08,4373.3
OI0027580,O011934,P00471,4,1304.26,0.0,4459.16
OI0027581,O011934,P00521,1,1161.39,0.13,853.37
OI0027582,O011935,P00017,3,988.98,0.08,2173.08
OI0027583,O011936,P00111,1,1858.85,0.0,1238.99
OI0027584,O011936,P00067,1,11620.64,0.0,9358.41
OI0027585,O011936,P00043,1,910.67,0.0,577.09
OI0027586,O011937,P00214,3,9884.71,0.03,21926.1
OI0027587,O011937,P00576,1,5772.21,0.13,4493.28
OI0027588,O011938,P00632,1,1405.19,0.08,904.52
OI0027589,O011938,P00418,2,33551.87,0.03,43016.52
OI0027590,O011939,P00385,1,1662.15,0.21,1274.16
OI0027591,O011939,P00429,1,2865.67,0.05,1939.09
OI0027592,O011939,P00047,2,12756.05,0.0,14923.16
OI0027593,O011940,P00716,1,1531.69,0.06,1078.96
OI0027594,O011940,P00750,2,1087.86,0.06,1985.5
OI0027595,O011941,P00510,2,3287.17,0.0,4930.1
OI0027596,O011941,P00710,1,7577.86,0.0,5588.38
OI0027597,O011942,P00174,1,9575.49,0.05,7056.5
OI0027598,O011943,P00736,1,2841.62,0.0,1763.44
OI0027599,O011943,P00136,1,2808.74,0.08,1779.61
OI0027600,O011943,P00334,1,13369.4,0.0,9782.65
OI0027601,O011943,P00577,1,5992.49,0.18,5995.96
OI0027602,O011943,P00176,1,698.31,0.11,441.57
OI0027603,O011944,P00772,1,4613.78,0.03,2617.72
OI0027604,O011944,P00119,3,33854.66,0.05,81756.0
OI0027605,O011945,P00378,1,5931.25,0.0,3355.9
OI0027606,O011945,P00292,2,342.84,0.06,537.78
OI0027607,O011945,P00459,3,2809.86,0.05,4980.75
OI0027608,O011945,P00142,2,1536.34,0.11,2356.02
OI0027609,O011945,P00695,2,1208.9,0.0,1818.26
OI0027610,O011946,P00518,1,5539.53,0.0,4414.71
OI0027611,O011946,P00678,1,38599.71,0.21,27674.18
OI0027612,O011947,P00010,1,2839.96,0.0,2302.18
OI0027613,O011948,P00498,1,1534.3,0.1,1210.49
OI0027614,O011948,P00785,2,3593.04,0.06,6362.52
OI0027615,O011949,P00267,1,38627.34,0.09,25754.0
OI0027616,O011949,P00299,1,4666.44,0.17,3212.11
OI0027617,O011949,P00794,1,14433.62,0.0,10156.36
OI0027618,O011950,P00569,1,223.82,0.07,141.9
OI0027619,O011950,P00671,2,41967.05,0.07,73225.24
OI0027620,O011950,P00440,2,2186.71,0.09,4223.62
OI0027621,O011951,P00046,2,56765.48,0.0,95695.98
OI0027622,O011951,P00111,1,1821.67,0.02,1238.99
OI0027623,O011952,P00135,2,5121.66,0.05,8639.24
OI0027624,O011953,P00485,1,1078.68,0.0,612.27
OI0027625,O011953,P00274,1,1276.28,0.05,1128.73
OI0027626,O011954,P00773,1,526.63,0.0,422.22
OI0027627,O011954,P00445,2,1880.71,0.05,3474.7
OI0027628,O011954,P00137,1,9785.76,0.01,6388.52
OI0027629,O011955,P00328,1,17798.41,0.05,16440.33
OI0027630,O011955,P00429,2,2714.84,0.1,3878.18
OI0027631,O011955,P00674,5,3451.44,0.05,10248.15
OI0027632,O011955,P00782,2,11341.02,0.0,14132.46
OI0027633,O011956,P00641,1,1201.16,0.1,1012.53
OI0027634,O011957,P00436,1,135.89,0.11,120.14
OI0027635,O011957,P00675,6,1779.52,0.0,7799.64
OI0027636,O011957,P00136,1,3022.45,0.01,1779.61
OI0027637,O011957,P00010,1,2839.96,0.0,2302.18
OI0027638,O011958,P00683,1,11119.86,0.01,9336.75
OI0027639,O011958,P00219,1,175.47,0.05,149.41
OI0027640,O011959,P00539,1,1126.6,0.02,650.98
OI0027641,O011960,P00504,1,554.84,0.06,413.23
OI0027642,O011960,P00603,1,1696.26,0.01,1010.64
OI0027643,O011961,P00484,3,1392.49,0.02,3612.12
OI0027644,O011961,P00490,1,11745.08,0.0,9073.5
OI0027645,O011962,P00502,1,6214.84,0.0,4045.26
OI0027646,O011962,P00174,1,9172.31,0.09,7056.5
OI0027647,O011963,P00791,2,5287.28,0.07,9229.32
OI0027648,O011963,P00449,2,1282.91,0.09,1891.34
OI0027649,O011964,P00400,1,29795.73,0.14,22211.35
OI0027650,O011965,P00078,1,4329.8,0.0,3017.1
OI0027651,O011965,P00608,1,246.27,0.1,176.3
OI0027652,O011966,P00734,2,14855.92,0.0,18112.58
OI0027653,O011966,P00569,1,221.42,0.08,141.9
OI0027654,O011966,P00484,3,1136.73,0.2,3612.12
OI0027655,O011967,P00016,2,2804.51,0.04,3667.7
OI0027656,O011968,P00713,2,4275.34,0.05,6906.14
OI0027657,O011968,P00085,4,59780.16,0.0,152304.56
OI0027658,O011968,P00418,3,32514.19,0.06,64524.78
OI0027659,O011968,P00660,2,5175.85,0.27,11782.92
OI0027660,O011968,P00331,1,658.85,0.05,523.91
OI0027661,O011968,P00717,1,13083.19,0.03,9943.95
OI0027662,O011969,P00172,2,849.27,0.14,1135.42
OI0027663,O011970,P00252,4,25699.14,0.03,61806.08
OI0027664,O011970,P00661,1,1242.6,0.0,790.64
OI0027665,O011970,P00048,3,7336.91,0.0,18613.95
OI0027666,O011970,P00599,1,1104.51,0.11,961.63
OI0027667,O011971,P00427,2,1794.82,0.07,2897.66
OI0027668,O011971,P00402,1,2717.46,0.14,2292.55
OI0027669,O011972,P00511,3,1762.7,0.03,3123.09
OI0027670,O011972,P00546,3,6957.47,0.07,13657.38
OI0027671,O011972,P00360,1,2375.21,0.16,1888.48
OI0027672,O011973,P00503,2,3777.51,0.12,7158.32
OI0027673,O011973,P00433,5,38727.26,0.15,167895.1
OI0027674,O011974,P00464,1,11365.54,0.14,8212.1
OI0027675,O011975,P00573,1,3526.28,0.05,2163.52
OI0027676,O011976,P00157,1,8641.36,0.0,6791.77
OI0027677,O011976,P00758,1,4157.51,0.0,2737.28
OI0027678,O011977,P00698,3,8091.24,0.03,17620.89
OI0027679,O011978,P00450,1,1945.74,0.02,1275.01
OI0027680,O011979,P00524,3,1364.41,0.1,3838.86
OI0027681,O011980,P00203,2,2857.64,0.11,4917.44
OI0027682,O011980,P00622,1,179.89,0.14,163.47
OI0027683,O011981,P00776,1,7598.23,0.0,4984.25
OI0027684,O011981,P00663,1,114.18,0.0,89.32
OI0027685,O011981,P00623,1,1634.09,0.24,1860.31
OI0027686,O011981,P00423,1,4842.49,0.08,3776.62
OI0027687,O011982,P00396,3,181.65,0.11,498.99
OI0027688,O011982,P00786,1,933.79,0.12,888.94
OI0027689,O011983,P00158,1,4478.46,0.09,4039.78
OI0027690,O011984,P00745,2,8512.21,0.02,13569.16
OI0027691,O011984,P00109,6,1879.55,0.0,7293.48
OI0027692,O011984,P00322,1,2652.68,0.04,2215.55
OI0027693,O011985,P00032,2,6953.74,0.08,11354.08
OI0027694,O011985,P00324,4,3929.97,0.07,9646.2
OI0027695,O011985,P00221,1,3600.37,0.08,3147.56
OI0027696,O011986,P00352,1,27511.59,0.05,16568.58
OI0027697,O011986,P00129,2,1695.24,0.02,2650.46
OI0027698,O011986,P00041,1,984.14,0.05,738.4
OI0027699,O011987,P00056,1,2640.11,0.03,1811.71
OI0027700,O011987,P00599,1,1241.02,0.0,961.63
OI0027701,O011987,P00508,1,2931.43,0.03,2106.1
OI0027702,O011988,P00585,1,2082.18,0.0,1334.25
OI0027703,O011988,P00787,1,3376.47,0.12,2921.89
OI0027704,O011989,P00502,4,4847.58,0.22,16181.04
OI0027705,O011989,P00713,2,4500.36,0.0,6906.14
OI0027706,O011989,P00117,1,1507.99,0.01,1335.66
OI0027707,O011989,P00513,1,2218.04,0.02,1604.34
OI0027708,O011990,P00374,3,1086.28,0.05,2112.63
OI0027709,O011990,P00367,1,5120.23,0.0,3436.73
OI0027710,O011990,P00400,6,29102.81,0.16,133268.1
OI0027711,O011991,P00544,2,950.64,0.0,1271.82
OI0027712,O011991,P00580,1,783.16,0.08,742.62
OI0027713,O011992,P00433,4,45561.48,0.0,134316.08
OI0027714,O011992,P00046,1,50521.28,0.11,47847.99
OI0027715,O011992,P00023,1,5195.31,0.0,4112.83
OI0027716,O011993,P00136,3,3052.98,0.0,5338.83
OI0027717,O011993,P00681,1,471.93,0.07,305.13
OI0027718,O011994,P00277,2,187.58,0.14,301.34
OI0027719,O011994,P00566,2,37090.06,0.05,46174.42
OI0027720,O011994,P00243,4,3268.51,0.0,9010.8
OI0027721,O011995,P00304,1,10185.98,0.1,9213.93
OI0027722,O011996,P00082,1,713.43,0.12,533.5
OI0027723,O011996,P00543,1,48944.94,0.07,33351.98
OI0027724,O011997,P00439,1,32274.16,0.13,21654.64
OI0027725,O011998,P00230,1,7564.81,0.13,6743.48
OI0027726,O011998,P00293,2,1522.61,0.07,2336.8
OI0027727,O011999,P00109,1,1635.21,0.13,1215.58
OI0027728,O012000,P00606,1,8388.78,0.18,8226.56
OI0027729,O012001,P00252,1,23844.56,0.1,15451.52
OI0027730,O012001,P00560,3,1180.48,0.12,2514.45
OI0027731,O012001,P00480,1,32782.27,0.0,21343.57
OI0027732,O012002,P00318,1,5872.61,0.0,4254.68
OI0027733,O012002,P00001,2,314.94,0.02,358.9
OI0027734,O012002,P00309,1,1438.72,0.03,1274.29
OI0027735,O012002,P00241,1,4610.78,0.0,2938.29
OI0027736,O012003,P00132,1,26096.16,0.08,15844.89
OI0027737,O012003,P00030,1,4125.18,0.07,3031.98
OI0027738,O012004,P00364,1,49123.58,0.15,45124.9
OI0027739,O012005,P00295,2,2649.74,0.0,2962.44
OI0027740,O012005,P00157,1,7950.05,0.08,6791.77
OI0027741,O012005,P00583,3,5735.36,0.0,10947.81
OI0027742,O012006,P00342,2,10794.27,0.16,15809.28
OI0027743,O012007,P00148,1,660.39,0.05,396.6
OI0027744,O012007,P00785,2,3822.38,0.0,6362.52
OI0027745,O012007,P00362,3,1343.29,0.16,3815.73
OI0027746,O012008,P00168,2,2910.8,0.06,4695.84
OI0027747,O012009,P00168,5,2910.8,0.06,11739.6
OI0027748,O012010,P00596,2,2979.26,0.05,4944.84
OI0027749,O012010,P00717,4,10790.26,0.2,39775.8
OI0027750,O012010,P00389,1,5368.84,0.08,3532.25
OI0027751,O012010,P00028,2,9154.32,0.0,11054.94
OI0027752,O012010,P00284,3,1523.4,0.15,3037.41
OI0027753,O012010,P00214,1,9782.8,0.04,7308.7
OI0027754,O012011,P00578,1,35998.57,0.1,29487.1
OI0027755,O012011,P00513,2,1923.81,0.15,3208.68
OI0027756,O012011,P00073,1,1602.7,0.01,965.17
OI0027757,O012011,P00113,1,5878.11,0.01,5222.19
OI0027758,O012012,P00799,4,911.36,0.07,2379.72
OI0027759,O012013,P00418,2,31130.6,0.1,43016.52
OI0027760,O012014,P00387,2,3511.8,0.09,5291.62
OI0027761,O012015,P00573,1,3452.04,0.07,2163.52
OI0027762,O012016,P00323,1,2656.85,0.09,2285.23
OI0027763,O012016,P00097,1,392.92,0.09,264.12
OI0027764,O012016,P00215,1,1915.26,0.02,1109.0
OI0027765,O012017,P00473,4,3787.26,0.01,8810.64
OI0027766,O012017,P00271,1,22150.7,0.05,16017.97
OI0027767,O012018,P00309,3,1334.9,0.1,3822.87
OI0027768,O012019,P00778,3,2397.97,0.01,4092.57
OI0027769,O012019,P00185,1,3978.53,0.06,2831.03
OI0027770,O012019,P00772,1,4756.47,0.0,2617.72
OI0027771,O012020,P00595,1,761.91,0.07,690.71
OI0027772,O012020,P00366,1,659.22,0.06,608.86
OI0027773,O012020,P00028,1,8788.15,0.04,5527.47
OI0027774,O012020,P00412,1,617.73,0.06,490.64
OI0027775,O012021,P00329,1,762.42,0.06,475.55
