payment_id,order_id,payment_method,payment_status,amount,shipping_fee
PAYB1ZTPSFD,O008409,Debit Card,Paid,103050.17,0
PAYCK715I06,O008410,Credit Card,Refunded,10040.1,0
PAYFTSBYZ0J,O008411,COD,Paid,202144.01,0
PAYI6IPM0TQ,O008412,Net Banking,Paid,140592.26,0
PAYAKZEO74I,O008413,Credit Card,Paid,105410.35,0
PAY60N0GPY2,O008414,COD,Paid,20690.07,0
PAYGWJSHKIA,O008415,UPI,Paid,29214.6,0
PAYLKNXN52G,O008416,Credit Card,Paid,3373.65,0
PAYO7FYLNKC,O008417,Credit Card,Paid,44748.16,0
PAYVIQWV225,O008418,Credit Card,Paid,32962.35,0
PAY0S56H05L,O008419,Credit Card,Paid,31856.38,0
PAYOWZ4XODU,O008420,UPI,Refunded,17675.1,0
PAY31FBDPBK,O008421,UPI,Paid,9143.04,0
PAYVP8T1H8H,O008422,Credit Card,Refunded,11773.45,0
PAYBCHPI796,O008423,Credit Card,Paid,14676.74,0
PAYV44JZJ4K,O008424,Debit Card,Paid,20787.41,0
PAYN2LWQV1U,O008425,Credit Card,Paid,14661.4,0
PAYR1PYMMM4,O008426,Net Banking,Paid,23011.69,0
PAY5GAZVVMI,O008427,UPI,Paid,989.21,0
PAY177EDW3T,O008428,Credit Card,Paid,182.62,0
PAY6U513OMV,O008429,Debit Card,Paid,5622.52,0
PAYKEJDVT65,O008430,Debit Card,Paid,2638.54,0
PAYJ4PQ5221,O008431,Debit Card,Paid,3829.18,0
PAYDX61FHHZ,O008432,UPI,Paid,1652.43,0
PAYYGJVBZWD,O008433,UPI,Paid,18540.54,0
PAYY7AXF3G1,O008434,Debit Card,Paid,32474.86,0
PAYFAFVA3SD,O008435,Net Banking,Paid,1172.56,0
PAY0ZK8LFIC,O008436,UPI,Paid,9038.56,0
PAYV7HCGF0A,O008437,UPI,Paid,119415.81,0
PAYXS9J5QW7,O008438,Credit Card,Paid,29811.11,0
PAY7R0QJCZY,O008439,Debit Card,Paid,27826.04,0
PAY3Z0DAGEJ,O008440,Credit Card,Pending,6621.22,0
PAYILA54H25,O008441,UPI,Paid,21438.88,0
PAYQ6EMMFOH,O008442,UPI,Paid,17855.22,0
PAY48MUZG4Q,O008443,Debit Card,Paid,6435.68,0
PAYBXUKMU16,O008444,UPI,Paid,5217.04,0
PAYGQJWTAY9,O008445,UPI,Paid,12091.25,0
PAYVKKMNND5,O008446,Credit Card,Paid,2334.05,0
PAY7SKH2C2U,O008447,UPI,Paid,102901.53,0
PAYJHLJG9TB,O008448,Credit Card,Paid,42465.94,0
PAY8CWJJ4F5,O008449,COD,Refunded,1025.44,0
PAY1FNJ4TX3,O008450,UPI,Paid,1762.47,0
PAYAWULX3I7,O008451,UPI,Paid,12373.8,0
PAY2M26L9FG,O008452,UPI,Paid,20986.86,0
PAY6KW2PM9Z,O008453,COD,Pending,213038.31,0
PAYP2MM93I9,O008454,Credit Card,Paid,19915.49,0
PAYC6Y5AKGU,O008455,Credit Card,Paid,75989.15,0
PAYT0MQPSQG,O008456,Credit Card,Refunded,1999.04,0
PAY1KTKPUOR,O008457,UPI,Paid,1161.97,0
PAY2AX02CXD,O008458,UPI,Paid,14241.11,0
PAYZB765KR9,O008459,Credit Card,Paid,6804.15,0
PAY4XYH3W08,O008460,Credit Card,Paid,34725.86,0
PAY0K9L1BSL,O008461,Net Banking,Paid,15929.38,0
PAY7PLIGN8R,O008462,UPI,Paid,30778.59,0
PAYYCMOH5YA,O008463,Net Banking,Paid,110693.52,0
PAY0HI02AI1,O008464,UPI,Paid,10275.68,0
PAYRJ7DUAB7,O008465,Credit Card,Paid,24798.79,0
PAYBH2OV8EX,O008466,Debit Card,Paid,22092.27,0
PAYRT43ZBSY,O008467,COD,Paid,9561.75,0
PAYB7U1GI7I,O008468,UPI,Paid,4904.12,0
PAYOU8N10Q3,O008469,UPI,Paid,27189.94,0
PAYV2OVGJCE,O008470,UPI,Refunded,14777.34,0
PAYPIFGUOQG,O008471,UPI,Paid,46625.76,0
PAY0SRYER1F,O008472,Net Banking,Paid,1150.03,0
PAYK8AH9EC2,O008473,Credit Card,Paid,30680.01,0
PAYGUL9EZ36,O008474,Wallet,Paid,5266.98,0
PAYEP2R91N5,O008475,Wallet,Paid,46263.63,0
PAYFPIN3OFS,O008476,UPI,Paid,66317.58,0
PAY6E7C18DQ,O008477,COD,Paid,5808.71,0
PAY5SYDN7MC,O008478,UPI,Paid,60925.44,0
PAY3ODAVDRM,O008479,COD,Paid,11817.6,0
PAYQUBVMLY3,O008480,Credit Card,Paid,1471.23,0
PAYK3T9WAVG,O008481,Net Banking,Paid,9055.72,0
PAYACP750RI,O008482,Net Banking,Paid,20772.49,0
PAY6K2U4NJ2,O008483,Credit Card,Paid,14267.86,0
PAY00SX12I2,O008484,UPI,Paid,14312.61,0
PAYXW1Z5TRQ,O008485,UPI,Refunded,18580.05,0
PAYA60ZDWOK,O008486,UPI,Paid,360.22,49
PAYYKF4Y3BM,O008487,UPI,Paid,58788.77,0
PAYY9DVEQF0,O008488,UPI,Paid,5263.49,0
PAYQZ17BVZA,O008489,COD,Paid,29821.27,0
PAYXPUQWHXB,O008490,Credit Card,Paid,13273.8,0
PAYFEP7G3CJ,O008491,Net Banking,Pending,43325.42,0
PAYVETO4RVW,O008492,UPI,Paid,6322.81,0
PAY46HXUU5D,O008493,Credit Card,Paid,69567.81,0
PAYSC27EPTC,O008494,COD,Paid,11189.65,0
PAYWFYY7ZJG,O008495,Net Banking,Pending,20514.61,0
PAYR9WS92S7,O008496,UPI,Paid,53253.32,0
PAYTZYS7HO6,O008497,UPI,Paid,63330.75,0
PAYRRSJV2B9,O008498,Debit Card,Paid,33281.96,0
PAYK5FG1ILU,O008499,Credit Card,Paid,17314.74,0
PAYNBMPZ7B5,O008500,UPI,Paid,32678.1,0
PAYDZH9DRLU,O008501,COD,Paid,131606.44,0
PAY8BROEO57,O008502,Credit Card,Paid,80382.98,0
PAY39TGBRO0,O008503,Credit Card,Paid,77320.51,0
PAYUEKYIMI8,O008504,UPI,Paid,10808.74,0
PAY24629DH7,O008505,COD,Paid,74831.32,0
PAYB2H5B0RH,O008506,Credit Card,Paid,55943.85,0
PAY6LT6WBW4,O008507,Debit Card,Paid,18714.88,0
PAY4E8RBHK0,O008508,Credit Card,Paid,2244.82,0
PAY4H7O910Q,O008509,COD,Paid,8613.21,0
PAYK6HNDQH6,O008510,Debit Card,Paid,9439.86,0
PAYLBC54YOX,O008511,Credit Card,Paid,24550.09,0
PAY9BPLR5VB,O008512,UPI,Refunded,13953.15,0
PAYGSGLLEGX,O008513,Debit Card,Paid,4419.21,0
PAY46QFNTOX,O008514,UPI,Paid,13259.68,0
PAYCOPU2HR9,O008515,Credit Card,Paid,3036.25,0
PAYI2C1LNDV,O008516,Debit Card,Paid,1961.95,0
PAYGNIC62P0,O008517,UPI,Paid,7557.4,0
PAY6GPDWTKS,O008518,UPI,Paid,10852.9,0
PAYKNW782A0,O008519,UPI,Paid,4991.08,0
PAY0DXA5UOF,O008520,UPI,Paid,14409.28,0
PAY57Q2N6H4,O008521,Net Banking,Paid,57843.73,0
PAYYFV0GZU8,O008522,UPI,Paid,39848.62,0
PAYEXUZVETY,O008523,UPI,Paid,20466.4,0
PAYTMJLBQC1,O008524,UPI,Paid,51512.18,0
PAY0UV9YX7Z,O008525,UPI,Paid,33645.05,0
PAYXO2M319U,O008526,Credit Card,Paid,80868.45,0
PAYHEKIPRFP,O008527,Net Banking,Paid,5057.41,0
PAYWPG1ZL3P,O008528,Credit Card,Paid,17536.14,0
PAYUJP09U7P,O008529,UPI,Paid,29326.57,0
PAYHFOCSJL1,O008530,COD,Paid,32109.5,0
PAY2AZX2LMX,O008531,Credit Card,Paid,14939.2,0
PAY9PDKDKOV,O008532,UPI,Paid,7403.97,0
PAYJL21DV63,O008533,Credit Card,Paid,2893.66,0
PAYWCESJYNZ,O008534,Debit Card,Paid,31472.61,0
PAY3HZ3VNAP,O008535,UPI,Paid,68442.47,0
PAY881369N0,O008536,Credit Card,Paid,3906.75,0
PAYKUM0O37X,O008537,UPI,Paid,4646.78,0
PAYUEDUHJRB,O008538,Credit Card,Paid,5329.15,0
PAYGNMD3M2N,O008539,Credit Card,Paid,29573.58,0
PAYZ2EEWDIM,O008540,UPI,Refunded,24914.1,0
PAYZIUTZDKF,O008541,UPI,Paid,47161.57,0
PAY1EOJSII6,O008542,Credit Card,Paid,12768.32,0
PAY3AX2XU6A,O008543,UPI,Paid,14377.25,0
PAYU89XCY21,O008544,UPI,Paid,3360.81,0
PAYCJ2CYE40,O008545,COD,Paid,44752.62,0
PAYB3ETIOCV,O008546,Debit Card,Refunded,12116.03,0
PAYQCYU1YM4,O008547,Credit Card,Paid,2249.76,0
PAYDWC14GOC,O008548,Net Banking,Paid,25130.51,0
PAYEY4MLAZT,O008549,UPI,Paid,6710.01,0
PAYYG10XNTK,O008550,Debit Card,Paid,13253.19,0
PAYULYV7FJI,O008551,UPI,Paid,14242.11,0
PAYQ0BQNV16,O008552,Debit Card,Paid,1424.38,0
PAY5KX9K4R9,O008553,UPI,Paid,15267.38,0
PAYC9ET9DK9,O008554,UPI,Paid,10524.76,0
PAYQWSWX6A3,O008555,Credit Card,Paid,11229.38,0
PAYC1SPE7EI,O008556,UPI,Paid,33645.43,0
PAY7OWKGT9X,O008557,Credit Card,Paid,21708.23,0
PAY1PNWYMQF,O008558,COD,Paid,14618.06,0
PAYPCUF38BK,O008559,UPI,Paid,10136.95,0
PAYB4PCYN66,O008560,UPI,Paid,3380.88,0
PAY2JZVBYHJ,O008561,Credit Card,Paid,8302.24,0
PAY038PZ6HM,O008562,COD,Paid,1718.84,0
PAYIE6T8Y1N,O008563,UPI,Refunded,620.07,0
PAY9MCBN6VZ,O008564,Credit Card,Paid,14154.54,0
PAYTLWHIFBH,O008565,UPI,Paid,5700.8,0
PAYV4GI498U,O008566,Net Banking,Paid,4781.51,0
PAYOIY3X18S,O008567,Wallet,Paid,561.03,49
PAYR4WB23ZF,O008568,UPI,Paid,14040.64,0
PAYWK9HF9OJ,O008569,Credit Card,Paid,16358.28,0
PAYMESFHHX8,O008570,Credit Card,Paid,5109.3,0
PAY24DCCLC5,O008571,UPI,Paid,33478.91,0
PAYR0JXXVYG,O008572,UPI,Paid,20773.82,0
PAYZA8IYL25,O008573,UPI,Paid,160377.95,0
PAY8XXGM798,O008574,Credit Card,Paid,1404.98,0
PAYV7TNWE4G,O008575,Credit Card,Paid,27878.55,0
PAYN5L44ZS6,O008576,Credit Card,Paid,7807.95,0
PAYPJPSL5FE,O008577,Net Banking,Paid,3866.76,0
PAY89VSXDX5,O008578,Credit Card,Paid,2136.38,0
PAYI3UCL06D,O008579,Credit Card,Paid,15602.51,0
PAY20G7LAU6,O008580,Credit Card,Paid,7211.02,0
PAYNDGJ9WON,O008581,Debit Card,Paid,3914.03,0
PAYTOTKLYO1,O008582,COD,Paid,6115.8,0
PAY0FGQI10C,O008583,Credit Card,Refunded,39088.4,0
PAYJ1I4EHXG,O008584,UPI,Paid,25849.3,0
PAYYP3ZQU07,O008585,UPI,Paid,620.08,49
PAYESFKOH6V,O008586,Net Banking,Paid,58342.86,0
PAY47JR4Z94,O008587,Net Banking,Paid,39785.0,0
PAYHJJPM4YM,O008588,UPI,Paid,38484.43,0
PAY0ORVXBPR,O008589,UPI,Paid,15245.75,0
PAYGUEOX1IA,O008590,Credit Card,Paid,114931.88,0
PAY7HLLU1FJ,O008591,COD,Paid,107824.95,0
PAYJHYJYPND,O008592,Debit Card,Paid,53840.06,0
PAYNA2IVF3U,O008593,COD,Paid,7055.5,0
PAYNTC2ZP8R,O008594,Net Banking,Paid,14180.86,0
PAY0QQU5AW2,O008595,UPI,Paid,56999.13,0
PAYYHR48TVY,O008596,COD,Paid,24305.06,0
PAYL1KI7UKG,O008597,Credit Card,Paid,77988.2,0
PAYU2U5R7W7,O008598,Credit Card,Paid,9179.29,0
PAYXPJ6W6KN,O008599,UPI,Paid,175898.89,0
PAYDQJSGY20,O008600,UPI,Paid,20901.84,0
PAY8VCFPK1D,O008601,Credit Card,Paid,5776.02,0
PAYS48NKYII,O008602,UPI,Paid,39697.64,0
PAYH5GVG633,O008603,Credit Card,Paid,40561.46,0
PAY8JTR7JIS,O008604,COD,Paid,4553.16,0
PAYDVJGKJWP,O008605,UPI,Paid,1335.66,0
PAY69V27EFP,O008606,Wallet,Paid,717.38,39
PAYM4UR5MVG,O008607,UPI,Paid,40141.31,0
PAYJ4YZA6N9,O008608,UPI,Paid,411.7,49
PAYY7WMPEQT,O008609,Net Banking,Paid,1310.99,0
PAYMBMEAWLO,O008610,Net Banking,Paid,14066.09,0
PAY7EIGUZHQ,O008611,Credit Card,Paid,46261.14,0
PAY6AJFU9U8,O008612,Debit Card,Paid,62640.55,0
PAYF4FVCI6J,O008613,Debit Card,Paid,1894.78,0
PAYCZ48ZILW,O008614,Debit Card,Paid,47881.36,0
PAY2JJRZFC0,O008615,UPI,Paid,1776.12,0
PAY1D2TMQ8J,O008616,Credit Card,Paid,13077.9,0
PAYU3OM1S7L,O008617,COD,Paid,9128.11,0
PAYZ0E74FPP,O008618,Wallet,Paid,35079.67,0
PAYALPVTFQM,O008619,COD,Paid,10815.62,0
PAYOCXB7BME,O008620,COD,Paid,4147.4,0
PAY0HDWFJ3F,O008621,Net Banking,Paid,10938.12,0
PAY7FJ7VQ7L,O008622,UPI,Paid,1886.55,0
PAYUJ2MYA6R,O008623,Debit Card,Paid,1017.03,0
PAYG73R5W50,O008624,Credit Card,Paid,1341.94,0
PAY2WOYFZG0,O008625,Debit Card,Paid,5503.77,0
PAYXK3F45CQ,O008626,Credit Card,Paid,3658.78,0
PAY1D6FIZ79,O008627,COD,Paid,12574.21,0
PAY1RAM9P0N,O008628,UPI,Paid,8946.57,0
PAYP6OVYFAA,O008629,Debit Card,Paid,16242.0,0
PAY7ZVFP8H7,O008630,Credit Card,Paid,3636.48,0
PAYLJXPI9C4,O008631,COD,Paid,335.92,39
PAYOE54AET0,O008632,Wallet,Paid,50948.38,0
PAYBMBXAO6G,O008633,Net Banking,Paid,32617.08,0
PAYQ1RN103C,O008634,Credit Card,Paid,19285.45,0
PAYVKS503KF,O008635,UPI,Paid,5457.55,0
PAY1FFD8UYK,O008636,UPI,Paid,7494.48,0
PAY4NB8X1KG,O008637,Net Banking,Paid,31950.96,0
PAYUDCBL71G,O008638,Net Banking,Paid,1683.28,0
PAYKCSQ3I8Z,O008639,Debit Card,Paid,39631.76,0
PAYRIR48PZM,O008640,Debit Card,Paid,29446.08,0
PAY3TD35FB4,O008641,UPI,Paid,68872.68,0
PAY31SL6WSW,O008642,Credit Card,Paid,12637.27,0
PAY3PJS03UY,O008643,UPI,Paid,8374.89,0
PAYA2IZSJWP,O008644,UPI,Paid,87269.88,0
PAY62YW26TR,O008645,Credit Card,Paid,21884.55,0
PAY6OOL3ZY6,O008646,Debit Card,Paid,111504.45,0
PAYB9B935KZ,O008647,Credit Card,Paid,15174.07,0
PAY1MKR3QE9,O008648,UPI,Paid,48324.71,0
PAYRZDGMV39,O008649,Debit Card,Paid,4456.98,0
PAYPIG43YH0,O008650,COD,Paid,16940.79,0
PAYYWJJYB0B,O008651,UPI,Paid,1017.48,49
PAYLIKHL02Y,O008652,Debit Card,Paid,38927.87,0
PAYUGA17497,O008653,Debit Card,Refunded,70310.81,0
PAY4F28QCS4,O008654,UPI,Paid,1379.57,0
PAY1TPCCDRB,O008655,Credit Card,Paid,12779.06,0
PAY0F3EHEUT,O008656,Credit Card,Pending,2194.76,0
PAYAL4IC725,O008657,COD,Paid,81363.85,0
PAYH03DDJVY,O008658,COD,Paid,7335.99,0
PAYYFWDD600,O008659,UPI,Paid,5562.28,0
PAYGAPM5XR8,O008660,Credit Card,Paid,26113.1,0
PAY2WVRT1ON,O008661,Wallet,Paid,125871.43,0
PAYKPKJXWTU,O008662,Credit Card,Paid,2675.99,0
PAY9SLOG2K5,O008663,Wallet,Paid,7379.8,0
PAYYFKBCTH0,O008664,UPI,Paid,3919.26,0
PAYCFREYRPZ,O008665,UPI,Paid,3675.48,0
PAYC4A6CSG6,O008666,UPI,Paid,1924.33,0
PAYX1B8N8LZ,O008667,Credit Card,Paid,5706.98,0
PAYXC2M67WM,O008668,COD,Paid,16286.19,0
PAY4PAID4DA,O008669,UPI,Paid,83367.37,0
PAYDVRVIKNZ,O008670,UPI,Paid,77656.13,0
PAYROH1SU73,O008671,Credit Card,Paid,1851.99,0
PAY0K81IVZJ,O008672,Wallet,Paid,67921.3,0
PAYXBMD44V6,O008673,Credit Card,Paid,56308.84,0
PAY31V0NXL8,O008674,Wallet,Paid,130404.34,0
PAYH3RD8WCL,O008675,Credit Card,Paid,17874.76,0
PAYAZ7M4AKG,O008676,UPI,Paid,28671.72,0
PAYXH5FVPCN,O008677,UPI,Paid,995.39,39
PAY5VFA1MZP,O008678,Debit Card,Paid,114796.92,0
PAYLOELGFK1,O008679,Credit Card,Paid,10005.12,0
PAYRMZQCRS5,O008680,UPI,Paid,19229.52,0
PAYXT9Q6PG3,O008681,Net Banking,Paid,8111.64,0
PAYBWQVORCY,O008682,COD,Paid,31364.55,0
PAYCT2S5I0U,O008683,UPI,Paid,31730.28,0
PAYH24Q9KSO,O008684,UPI,Paid,3856.2,0
PAYD7GSX57M,O008685,Credit Card,Paid,3732.26,0
PAYT1XBH73Q,O008686,UPI,Paid,14187.56,0
PAYBZWMVPGO,O008687,UPI,Paid,6938.46,0
PAYCS1DVTX5,O008688,UPI,Paid,214403.9,0
PAY65V9M6JN,O008689,UPI,Paid,12201.41,0
PAY8F3487FD,O008690,UPI,Paid,668.06,59
PAY60K57TOY,O008691,UPI,Paid,11691.66,0
PAYFIIFFAJX,O008692,Net Banking,Paid,9267.74,0
PAY39OWD8GD,O008693,Debit Card,Paid,7539.22,0
PAYLZ513H76,O008694,UPI,Paid,54922.09,0
PAY1IIAGY96,O008695,Debit Card,Paid,193142.97,0
PAY7YYD2OIU,O008696,UPI,Paid,2275.5,0
PAYK1OT1SZH,O008697,Credit Card,Paid,20559.85,0
PAY2E5YKCBF,O008698,Credit Card,Pending,25474.01,0
PAYUCUL4YES,O008699,UPI,Paid,4000.79,0
PAY1446TEC3,O008700,UPI,Paid,20371.01,0
PAYFW9BNRWW,O008701,UPI,Paid,1792.23,0
PAY09XH12FA,O008702,UPI,Paid,7163.28,0
PAYVNXAGDI2,O008703,UPI,Refunded,8809.88,0
PAY1XCBB15B,O008704,Debit Card,Paid,9161.67,0
PAYPQ6CDKW9,O008705,UPI,Paid,8457.54,0
PAYVB0WA33X,O008706,COD,Paid,19533.41,0
PAYIH8R479W,O008707,Net Banking,Paid,13593.95,0
PAY60IHJ7HC,O008708,Net Banking,Paid,17324.01,0
PAY89IYI8KR,O008709,COD,Paid,685.49,39
PAYV1A5RJNJ,O008710,UPI,Paid,21955.24,0
PAYWITS5NBT,O008711,Net Banking,Pending,43600.72,0
PAY55YOUZDD,O008712,Debit Card,Paid,4145.53,0
PAY7AL99HD6,O008713,UPI,Paid,79610.16,0
PAYGN33U4NQ,O008714,UPI,Paid,1896.18,0
PAY3SZOJWYM,O008715,UPI,Paid,15873.21,0
PAYDQVGRAW9,O008716,UPI,Paid,6570.09,0
PAYQKQW4LCI,O008717,Net Banking,Paid,14861.12,0
PAYAW66NYOE,O008718,Debit Card,Paid,2796.63,0
PAY6IVRPJ9S,O008719,UPI,Paid,1040.6,59
PAYG52NB6KL,O008720,UPI,Paid,118078.37,0
PAYXWGQS700,O008721,Debit Card,Paid,13882.38,0
PAYYTZ1KXML,O008722,UPI,Paid,25943.23,0
PAY4M6YF06I,O008723,Net Banking,Paid,3544.16,0
PAYT7O2CVPQ,O008724,UPI,Paid,18990.65,0
PAYLZURSYCY,O008725,Net Banking,Paid,6330.87,0
PAYJIV91BVC,O008726,UPI,Paid,47962.64,0
PAYZEC9KXY4,O008727,UPI,Refunded,504.37,0
PAYZ9CLEJX0,O008728,Credit Card,Paid,61480.52,0
PAYACAMW3R5,O008729,UPI,Paid,9801.29,0
PAYCEYOK9V4,O008730,Credit Card,Paid,27239.13,0
PAYHO57BZJS,O008731,Credit Card,Pending,1369.91,0
PAY12XU386K,O008732,Net Banking,Paid,10467.66,0
PAYOQ8GAMQD,O008733,UPI,Paid,23731.27,0
PAYPHV3RUIS,O008734,UPI,Paid,51500.53,0
PAY4DL1ZJ6T,O008735,Net Banking,Paid,116418.38,0
PAY9E66TVUZ,O008736,Wallet,Paid,1866.16,0
PAYHTUDA4WC,O008737,UPI,Paid,5710.01,0
PAYPEW8TI1D,O008738,Net Banking,Paid,1618.1,0
PAY3AA7TPG4,O008739,COD,Paid,20423.06,0
PAY60YLI311,O008740,UPI,Paid,3657.64,0
PAYFDW4U41U,O008741,Credit Card,Paid,24154.07,0
PAYTUV6IITK,O008742,UPI,Paid,198.69,0
PAY9WAIHE9J,O008743,UPI,Paid,17922.52,0
PAY02SMPD9T,O008744,Credit Card,Paid,1625.82,0
PAYYDR363TX,O008745,UPI,Paid,13653.6,0
PAY5VBZM2LH,O008746,Debit Card,Paid,335.43,59
PAYO7HZOET3,O008747,Debit Card,Paid,4010.76,0
PAYOZVLVT0B,O008748,Credit Card,Paid,13253.34,0
PAYTJQ2PE7Z,O008749,COD,Paid,51637.7,0
PAY12XRS8GC,O008750,Debit Card,Paid,1989.0,0
PAYOW9EO3JB,O008751,Debit Card,Paid,10129.11,0
PAYYSSJH7X3,O008752,Net Banking,Paid,31057.43,0
PAYQTIZFYEA,O008753,UPI,Paid,13570.68,0
PAYISRXYEG3,O008754,UPI,Paid,20238.59,0
PAYLT5S8RI5,O008755,Wallet,Paid,48505.26,0
PAYX3JMDK6V,O008756,Debit Card,Paid,52233.42,0
PAYOP7MTJLY,O008757,UPI,Paid,25473.39,0
PAY3ECPFA0Q,O008758,Credit Card,Paid,11823.55,0
PAYEPROASLA,O008759,Debit Card,Paid,36009.38,0
PAYQ2MLWUWN,O008760,Credit Card,Paid,49187.72,0
PAYEWQ43ZOE,O008761,UPI,Pending,94334.72,0
PAYWXOI3X5N,O008762,UPI,Paid,6978.39,0
PAYF10648Q7,O008763,Credit Card,Paid,1784.2,0
PAYOKNRL511,O008764,Credit Card,Refunded,19665.6,0
PAYY2ADCOID,O008765,Wallet,Paid,13467.39,0
PAYQJQWAOH0,O008766,UPI,Paid,56065.6,0
PAYNSOE6FF9,O008767,Debit Card,Paid,2993.01,0
PAY5QTUF6VI,O008768,UPI,Paid,6087.81,0
PAYTUD8QUHU,O008769,UPI,Paid,15013.27,0
PAY4C4YCSYJ,O008770,Credit Card,Paid,39598.43,0
PAYOZJJBO3N,O008771,UPI,Paid,18899.63,0
PAYD21OUMQX,O008772,UPI,Paid,553.23,59
PAYYB7B40ON,O008773,Debit Card,Paid,38500.25,0
PAYVBYPWPZM,O008774,Debit Card,Paid,13484.0,0
PAYM2JCYUGW,O008775,UPI,Paid,71654.86,0
PAYXCR1M4U5,O008776,Credit Card,Paid,19939.14,0
PAY5OJZONGC,O008777,UPI,Paid,16171.58,0
PAYKFZYLXWH,O008778,UPI,Paid,12545.46,0
PAYJ4IOHPL1,O008779,Debit Card,Paid,19936.11,0
PAYXM502LFS,O008780,Debit Card,Paid,1314.63,0
PAY936A4QKP,O008781,COD,Refunded,19245.25,0
PAYX89T2EE5,O008782,UPI,Paid,1005.09,59
PAYRZF6JGOI,O008783,Wallet,Paid,7473.14,0
PAY8AQOXLPD,O008784,Credit Card,Paid,31835.72,0
PAYC2RB2I18,O008785,Credit Card,Paid,41276.02,0
PAYAEEDO4SY,O008786,COD,Paid,10352.45,0
PAYBL88E6GL,O008787,Credit Card,Paid,55221.95,0
PAYKJ1ZGUTD,O008788,UPI,Paid,8413.08,0
PAYNP5KZZRC,O008789,UPI,Paid,48610.4,0
PAYLMV46Z9H,O008790,Credit Card,Paid,8431.64,0
PAYFTLK8S5S,O008791,UPI,Paid,52083.11,0
PAYZJNKTP4K,O008792,Debit Card,Paid,15435.74,0
PAYSJI3BOQO,O008793,Debit Card,Paid,56677.64,0
PAY3723GAXF,O008794,COD,Pending,62742.78,0
PAYZ4ENY9OJ,O008795,UPI,Paid,34131.75,0
PAY32A3O98O,O008796,UPI,Paid,9156.66,0
PAYFY1DP053,O008797,UPI,Paid,25601.34,0
PAYTZO5PVWC,O008798,COD,Paid,14523.89,0
PAYTINZ56BA,O008799,Wallet,Paid,2880.5,0
PAY46LY1OGL,O008800,UPI,Paid,9508.82,0
PAYNSAQW3DJ,O008801,Credit Card,Paid,4975.76,0
PAYPI67OCG0,O008802,Net Banking,Paid,34000.81,0
PAY9MWU0F35,O008803,COD,Paid,6578.0,0
PAYR0HT2R32,O008804,Debit Card,Paid,16744.59,0
PAYNL2AWPU0,O008805,Credit Card,Paid,2325.6,0
PAYNWQK3SYY,O008806,Credit Card,Paid,5791.43,0
PAYH5AQ78SO,O008807,Credit Card,Paid,64905.34,0
PAY7RVSYLHF,O008808,Net Banking,Paid,13151.8,0
PAYF6XZ8R9D,O008809,Credit Card,Paid,37087.64,0
PAY0MAW2M0A,O008810,UPI,Paid,2264.75,0
PAYVCH83Q11,O008811,UPI,Paid,10450.38,0
PAYFRZIE5IO,O008812,Credit Card,Paid,56544.14,0
PAY3MP1ZF08,O008813,Debit Card,Paid,1904.43,0
PAY5L8OZ434,O008814,Debit Card,Paid,5518.25,0
PAYOMFF2HTB,O008815,UPI,Paid,3616.52,0
PAY2YVUYSTH,O008816,Net Banking,Paid,24010.0,0
PAYZ89PNLF8,O008817,UPI,Paid,40817.21,0
PAYT1XQ6OXX,O008818,Credit Card,Paid,1484.04,0
PAYW4A0PC53,O008819,Debit Card,Paid,14108.68,0
PAYYE5OB05F,O008820,UPI,Pending,3207.12,0
PAY6KFEZY5P,O008821,UPI,Paid,201861.26,0
PAYCKACSD2T,O008822,UPI,Paid,33966.69,0
PAY30P8Z5ER,O008823,COD,Paid,5860.23,0
PAYA0RX47LS,O008824,UPI,Paid,40416.12,0
PAYZTN4446Z,O008825,COD,Paid,75741.8,0
PAY0B3M19QT,O008826,Net Banking,Paid,10216.32,0
PAY3HONL1Z3,O008827,COD,Paid,1363.26,0
PAY9E7RUGUT,O008828,Debit Card,Paid,15445.39,0
PAYOO05TB1L,O008829,Net Banking,Paid,30181.37,0
PAYJX3H4GRC,O008830,Net Banking,Paid,37687.2,0
PAYT7VZVQSO,O008831,Net Banking,Paid,6750.86,0
PAYHLYBBSHM,O008832,UPI,Paid,7328.61,0
PAYL0U7J1L6,O008833,Debit Card,Paid,6254.63,0
PAYBEWEBL3B,O008834,UPI,Paid,2906.53,0
PAY574OEAXM,O008835,Credit Card,Paid,21548.41,0
PAYRFEL8FUX,O008836,UPI,Paid,133.83,59
PAYBSCF2QVJ,O008837,COD,Paid,1860.91,0
PAY4UDZJJ10,O008838,Credit Card,Paid,40988.46,0
PAYDJV5NYUJ,O008839,UPI,Paid,24391.31,0
PAYAXOCVQT4,O008840,UPI,Paid,830.67,0
PAY6KYYM5NX,O008841,Credit Card,Paid,45169.7,0
PAYJ0T2RIOM,O008842,Net Banking,Paid,6517.01,0
PAYLSDCH7N4,O008843,Debit Card,Paid,3568.32,0
PAYBXFKVDC6,O008844,UPI,Paid,19908.06,0
PAYWB5UFJ3L,O008845,COD,Paid,18444.4,0
PAYRWPG4NXO,O008846,Credit Card,Paid,24139.75,0
PAY8CO4M8MZ,O008847,Wallet,Paid,45872.36,0
PAY9V6ZSMWO,O008848,UPI,Paid,4321.66,0
PAYPJHYPS2G,O008849,Debit Card,Refunded,14957.78,0
PAYIJ446IL5,O008850,Credit Card,Paid,17124.01,0
