session_id,customer_id,session_start,source,medium,campaign_id,device,pages_viewed,duration_seconds,bounced
SESS0R0EJYDBVF,,2024-11-06,Organic,SEO,CAM0086,Desktop,1,277,1
SESSUTJK979XPQ,,2025-02-20,Display,Display,CAM0055,Mobile,2,234,0
SESSBK2OV14MW5,C07218,2024-11-28,Affiliate,Affiliate,,Mobile,2,266,0
SESSMPG0AUE20H,,2025-07-28,Organic,SEO,CAM0051,Mobile,10,95,0
SESSCNC0HACXS4,C02061,2024-04-12,Direct,Direct,,Desktop,1,166,1
SESSY6GOYETLIW,C00740,2025-05-14,Paid Search,CPC,CAM0076,Mobile,1,5,1
SESS0RNQSGT8IH,C02907,2025-04-27,Organic,SEO,CAM0096,Tablet,4,162,0
SESSUJKLPLOGUH,C01542,2024-07-07,Social,Social,CAM0012,Mobile,3,310,0
SESSDC6YR39PNM,C03472,2025-04-04,Paid Search,CPC,,Mobile,2,246,0
SESS9SZJOPZHMC,,2024-07-07,Email,Email,,Mobile,6,5,1
SESSY8LUO8TEIH,C00471,2024-12-16,Direct,Direct,,Mobile,1,142,1
SESSANMGNNCZ30,C06613,2025-08-03,Paid Search,CPC,CAM0061,Mobile,1,115,1
SESSDVK6TMD6VU,,2024-04-23,Paid Search,CPC,,Desktop,3,224,0
SESSPEV3Z69ZNR,,2024-04-13,Organic,SEO,,Desktop,3,69,0
SESSHKE7UEPBAH,,2025-05-22,Organic,SEO,,Desktop,2,124,0
SESSDCHGXPEZRP,C02144,2024-12-10,Organic,SEO,CAM0066,Desktop,3,136,0
SESS38GKD371G3,,2024-01-21,Organic,SEO,CAM0076,Mobile,2,199,0
SESS036JV390TP,C00269,2025-01-21,Organic,SEO,,Mobile,1,219,1
SESS6B8WMQ9MGG,C02255,2024-07-27,Organic,SEO,,Desktop,3,219,0
SESS4T8260CSK2,,2025-04-27,Direct,Direct,,Desktop,1,95,1
SESSDHQOOCVS9R,,2025-04-17,Paid Search,CPC,,Desktop,11,230,0
SESSYQCUBODKKT,,2025-01-27,Direct,Direct,,Mobile,7,172,0
SESSL2ZZVMPN2T,C01641,2025-05-30,Organic,SEO,,Mobile,1,124,1
SESSTMUYWLXV1S,,2024-07-06,Referral,Referral,,Mobile,1,47,1
SESSJLZL89MX5R,,2024-12-11,Organic,SEO,,Mobile,4,197,0
SESS2OIM3VNO88,C04980,2024-12-17,Organic,SEO,,Desktop,5,60,0
SESS9WQAUL3O2J,C06396,2025-06-24,Paid Search,CPC,,Tablet,5,272,0
SESSBLRALNE6LV,C07632,2024-02-16,Organic,SEO,,Mobile,1,151,1
SESS25DQUSB8KE,,2024-03-17,Organic,SEO,,Tablet,3,144,0
SESSH2TZASCEBQ,C00561,2024-12-08,Social,Social,,Desktop,1,184,1
SESS2IOKOM5P7V,C03748,2024-07-09,Organic,SEO,,Mobile,2,158,0
SESS9FM5RW7BIA,,2025-06-26,Direct,Direct,,Mobile,8,107,0
SESSKV4HH869LN,,2024-02-05,Organic,SEO,,Desktop,5,312,0
SESSMHEGMLL1CW,C05226,2025-02-27,Affiliate,Affiliate,,Mobile,8,278,0
SESSVHAVGKYPVA,C04362,2024-12-16,Referral,Referral,,Desktop,2,118,0
SESS96ZCI2U9P3,,2024-07-06,Paid Search,CPC,CAM0076,Desktop,6,89,0
SESS9NU1ZOGH7A,,2025-06-10,Organic,SEO,,Desktop,2,398,0
SESSH8MZ4C6N5C,,2024-11-29,Referral,Referral,,Mobile,1,362,1
SESSBCTXHT5KEP,C03353,2025-04-27,Social,Social,,Mobile,1,93,1
SESS5KH0G6Z5ZW,,2024-08-03,Paid Search,CPC,,Tablet,3,5,1
SESSKECHWO1P6N,,2024-06-06,Organic,SEO,CAM0046,Mobile,1,5,1
SESSANCORWH8DQ,,2024-08-28,Paid Search,CPC,,Mobile,1,140,1
SESSU8DZZM79YK,C05156,2024-10-22,Paid Search,CPC,,Mobile,5,345,0
SESS4QJLBWX9UU,C01621,2025-04-06,Paid Search,CPC,,Mobile,1,5,1
SESS2ROEMOTBS3,C04808,2024-02-14,Referral,Referral,,Desktop,1,191,1
SESSNAQML29FAK,C05761,2025-05-09,Affiliate,Affiliate,CAM0069,Mobile,1,105,1
SESS323EQAKODJ,,2024-06-23,Affiliate,Affiliate,,Mobile,1,297,1
SESS2IX4CIIWVQ,C05381,2024-12-11,Email,Email,,Desktop,11,76,0
SESSD4O0TSP1Z2,,2024-02-25,Direct,Direct,,Desktop,6,206,0
SESSK632R2KHG3,,2025-07-19,Paid Search,CPC,,Desktop,4,249,0
SESSH4BBMOASIU,C07195,2024-12-06,Organic,SEO,,Mobile,4,231,0
SESS7DD2XF66PS,C03388,2024-04-17,Social,Social,,Mobile,4,561,0
SESS1M3F1CUAJM,,2024-08-01,Paid Search,CPC,,Mobile,5,136,0
SESSPELFT8JUSC,C07017,2025-05-13,Social,Social,CAM0082,Desktop,19,288,0
SESSD8QSPI4A2N,,2025-01-31,Organic,SEO,CAM0001,Desktop,3,170,0
SESS1Q05WA5PFK,,2025-07-03,Direct,Direct,,Mobile,1,292,1
SESSHOMPVSCU11,,2025-05-11,Organic,SEO,,Desktop,1,5,1
SESSY6FY21O0EZ,,2024-06-21,Direct,Direct,,Mobile,1,265,1
SESSF56N7P2U7P,,2024-04-14,Email,Email,CAM0073,Mobile,3,106,0
SESSAXBUZH4ZZ7,C06281,2025-07-05,Email,Email,CAM0003,Mobile,1,5,1
SESS8KBCWSIFNI,,2025-04-23,Organic,SEO,CAM0016,Desktop,1,108,1
SESS2IHR88IX06,,2025-02-02,Paid Search,CPC,,Mobile,6,288,0
SESSNWHQ6NN54L,,2025-03-09,Referral,Referral,,Mobile,3,5,1
SESS9TVLTPIG0S,,2024-07-12,Direct,Direct,,Mobile,2,347,0
SESSDD3JYWPJZQ,C02330,2025-04-10,Paid Search,CPC,,Mobile,1,22,1
SESSZAFT2V503N,,2024-12-06,Affiliate,Affiliate,CAM0044,Tablet,3,5,1
SESSZS2O5CXZV2,,2024-02-28,Paid Search,CPC,CAM0041,Mobile,3,321,0
SESS1D5OEV0SY6,,2025-06-21,Organic,SEO,,Mobile,8,302,0
SESSPDF5MH4QE9,C02693,2025-04-22,Social,Social,,Desktop,1,99,1
SESSFJU6FB5LD5,C05645,2024-04-12,Paid Search,CPC,CAM0006,Mobile,9,32,0
SESSJVUP3R4H1L,,2025-06-16,Organic,SEO,CAM0076,Mobile,3,113,0
SESSRQVRBTNS6C,C00630,2025-08-14,Organic,SEO,,Mobile,3,5,1
SESSI2O0H9Y7SY,,2024-11-17,Paid Search,CPC,,Desktop,2,161,0
SESS02P35YBZWZ,,2025-07-02,Display,Display,,Tablet,4,127,0
SESSQQ83V3X874,C03987,2024-01-14,Organic,SEO,,Mobile,4,318,0
SESSL5SC47LD9U,C01264,2025-03-31,Paid Search,CPC,CAM0076,Mobile,4,155,0
SESST9H6N8TG8R,C04767,2024-08-08,Organic,SEO,,Mobile,1,266,1
SESSTONAITYDHL,C07014,2025-01-25,Affiliate,Affiliate,,Mobile,5,183,0
SESSX37E24E2AS,,2024-06-21,Paid Search,CPC,CAM0046,Desktop,1,417,1
SESS7WJNLIO2P4,C03216,2024-03-21,Organic,SEO,,Mobile,1,265,1
SESS8GSW9M2FX8,,2024-12-01,Paid Search,CPC,,Mobile,1,169,1
SESSBG37GTJ34F,,2024-08-12,Organic,SEO,,Mobile,5,187,0
SESS0DMOJCZBNW,,2024-02-04,Paid Search,CPC,,Tablet,6,246,0
SESSYLTND9GUY8,,2024-07-06,Direct,Direct,,Mobile,1,179,1
SESSW008JEUBRK,C06460,2024-08-11,Social,Social,CAM0007,Mobile,1,195,1
SESS1VTMGSMU0C,,2025-05-08,Organic,SEO,CAM0096,Mobile,2,275,0
SESSVPK94E666B,,2024-11-06,Paid Search,CPC,,Mobile,1,328,1
SESSIQSXJOIRHY,,2025-06-04,Direct,Direct,,Mobile,5,281,0
SESSUECA44EVTS,,2025-08-03,Paid Search,CPC,,Mobile,17,120,0
SESS378BQIEV58,,2025-06-23,Paid Search,CPC,CAM0041,Mobile,1,84,1
SESS1F1E62QY2F,C05176,2025-01-03,Paid Search,CPC,CAM0076,Desktop,2,39,0
SESSUYNHK0LX87,,2025-04-19,Paid Search,CPC,CAM0086,Mobile,3,75,0
SESS5DO985RVLA,,2024-01-31,Organic,SEO,CAM0036,Mobile,1,330,1
SESS2C6JH00CR9,C05366,2024-08-19,Direct,Direct,,Mobile,5,207,0
SESSGUQU32MNA2,C02711,2025-05-11,Referral,Referral,,Desktop,6,123,0
SESSVH5U89AV58,,2025-07-19,Social,Social,,Desktop,1,64,1
SESSYNGVEB33A4,,2024-06-23,Display,Display,,Tablet,2,13,1
SESSLY0N4Y163A,C04417,2024-10-24,Paid Search,CPC,,Mobile,12,175,0
SESSPII8WHA729,,2024-12-30,Organic,SEO,CAM0011,Desktop,1,200,1
SESSRNM1YA9NE1,C07705,2024-03-26,Paid Search,CPC,CAM0031,Desktop,8,291,0
SESSTYLY5I5DDO,C01810,2025-07-30,Paid Search,CPC,CAM0041,Desktop,2,81,0
SESS3YN1H3FY6A,,2024-03-29,Organic,SEO,CAM0021,Mobile,1,206,1
SESS4MYR0S8AW8,,2024-02-23,Paid Search,CPC,,Desktop,8,126,0
SESSQC0MB3CWP8,,2024-12-26,Paid Search,CPC,CAM0006,Mobile,7,129,0
SESSSP2ZDVFC4P,C03161,2025-04-20,Organic,SEO,,Mobile,4,272,0
SESSV24K8MU8IB,C04742,2024-08-16,Paid Search,CPC,,Mobile,1,328,1
SESSG7OYM5UPU8,C02068,2025-06-17,Referral,Referral,,Mobile,9,94,0
SESSXBD1HS8XGU,,2025-01-07,Paid Search,CPC,,Mobile,7,248,0
SESSK2S96E19BD,,2025-04-13,Organic,SEO,CAM0096,Mobile,8,98,0
SESSJ7DWTJIGYY,,2025-02-23,Social,Social,,Desktop,2,170,0
SESSW7AN9PQ030,,2025-06-15,Referral,Referral,,Mobile,10,313,0
SESSXDS5RWK4XP,C00276,2025-02-03,Organic,SEO,CAM0006,Mobile,1,131,1
SESST2IBP7Z4VO,C02277,2024-07-02,Organic,SEO,,Tablet,7,177,0
SESSCMX5Q7EB0Y,C01928,2025-07-15,Email,Email,CAM0093,Desktop,1,5,1
SESS5E72ZOOU6J,C00050,2024-03-30,Social,Social,CAM0032,Mobile,7,398,0
SESSBL8ZSQ7WG1,,2025-01-17,Display,Display,,Desktop,2,360,0
SESS4B2C6APW1F,C06671,2025-01-03,Direct,Direct,,Desktop,1,53,1
SESSAMSDM1GHF0,,2024-03-14,Organic,SEO,CAM0086,Desktop,5,79,0
SESSVSTIC2S0GP,,2024-09-25,Paid Search,CPC,,Desktop,2,366,0
SESSAWXQNMGN5Z,,2024-01-15,Organic,SEO,CAM0096,Desktop,2,151,0
SESSQTQ6NSLP28,C03292,2024-11-24,Organic,SEO,,Desktop,3,154,0
SESSB5G0M7T0CS,C07945,2025-01-26,Direct,Direct,,Desktop,7,200,0
SESSM0NKVN4LGW,C02714,2025-03-09,Paid Search,CPC,,Mobile,12,155,0
SESSIMACYXQCBS,C06176,2024-12-09,Paid Search,CPC,,Desktop,2,198,0
SESSYOR4XE5FTC,,2024-07-13,Referral,Referral,,Mobile,3,168,0
SESS58ZBZSSNY6,C01920,2024-02-05,Organic,SEO,,Desktop,2,247,0
SESS9JE10I30B7,C00372,2024-07-23,Paid Search,CPC,CAM0081,Tablet,2,5,1
SESSN7H86ZAEDY,,2024-02-26,Social,Social,,Mobile,5,393,0
SESSQS4Z7JU8IT,C05354,2024-04-19,Email,Email,,Mobile,5,197,0
SESSI32URLD7FC,,2025-05-10,Organic,SEO,,Tablet,4,208,0
SESS5H3SQKVI63,,2024-08-12,Direct,Direct,,Mobile,1,256,1
SESSEHX062K0MV,C05876,2025-01-20,Organic,SEO,,Desktop,5,238,0
SESSMHMFTS6F1B,C04907,2024-03-04,Paid Search,CPC,CAM0021,Tablet,8,187,0
SESSY49ALFJ9OM,,2024-12-17,Social,Social,CAM0057,Mobile,11,104,0
SESSFGUW78HN51,,2025-04-07,Referral,Referral,,Desktop,2,5,1
SESSV48U314K9C,C07907,2024-11-15,Organic,SEO,CAM0011,Mobile,2,198,0
SESS8580XEARZ2,C02917,2024-12-22,Direct,Direct,,Desktop,7,41,0
SESSBCHGMVWBXF,,2024-04-02,Organic,SEO,CAM0036,Mobile,1,476,1
SESS7E6W38PLV0,,2024-10-26,Organic,SEO,,Desktop,7,390,0
SESSF12JXS5BR1,,2025-05-08,Direct,Direct,,Desktop,7,224,0
SESS31UJCQTBN3,,2025-01-23,Email,Email,CAM0028,Mobile,2,271,0
SESSN160NQZIQ6,C03561,2025-03-09,Organic,SEO,CAM0056,Mobile,30,391,0
SESS3KLTNU9HI6,,2024-04-11,Organic,SEO,,Mobile,1,19,1
SESS6Y5PZ5A1IG,C04520,2025-01-12,Organic,SEO,,Mobile,1,120,1
SESS6M0MPYVNRG,C01352,2025-08-05,Paid Search,CPC,CAM0031,Mobile,2,295,0
SESSS7PKM15J9X,,2024-12-03,Organic,SEO,CAM0026,Mobile,1,164,1
SESS963PSZYJO2,C04579,2025-05-06,Display,Display,,Mobile,11,254,0
SESSIR07XHAWL2,,2024-02-29,Paid Search,CPC,,Mobile,3,86,0
SESSWNL2RVURYH,C05387,2025-05-23,Organic,SEO,,Mobile,4,323,0
SESSTQCK81AU4Q,,2025-01-26,Direct,Direct,,Mobile,2,197,0
SESSFVW8LA4SH9,C06810,2024-04-28,Paid Search,CPC,CAM0071,Mobile,1,5,1
SESS0W9KA0D3PT,,2025-04-15,Email,Email,,Desktop,8,302,0
SESS8WSE1Q9FPO,,2024-11-23,Affiliate,Affiliate,CAM0014,Desktop,6,96,0
SESS2KOL8W9PSO,C05666,2024-01-21,Referral,Referral,,Mobile,5,35,0
SESSKQD07EQTFH,,2024-04-06,Paid Search,CPC,,Mobile,11,82,0
SESSF1NFDIYNUN,C01069,2025-05-27,Organic,SEO,CAM0031,Tablet,1,141,1
SESSU88UYPE0FV,C03596,2024-12-15,Paid Search,CPC,CAM0091,Mobile,1,170,1
SESSOD73VK01SG,C06206,2024-05-11,Paid Search,CPC,,Tablet,1,241,1
SESSMFF4JZP0CB,,2025-06-29,Display,Display,,Tablet,1,219,1
SESSR0AHFU35F8,C02242,2024-02-01,Organic,SEO,CAM0006,Tablet,4,303,0
SESSJ73AXUB74G,C00227,2024-09-15,Paid Search,CPC,,Mobile,2,253,0
SESSNZ79QH9X9A,,2025-04-20,Paid Search,CPC,CAM0016,Mobile,10,93,0
SESSYI7NRD010H,,2024-02-02,Paid Search,CPC,CAM0056,Mobile,7,67,0
SESSX5BFJY8S34,,2025-01-22,Organic,SEO,CAM0006,Tablet,3,125,0
SESSR4U0LZ9XB1,,2025-07-14,Email,Email,,Desktop,2,202,0
SESSW05AJ70ZSJ,C03004,2025-03-31,Direct,Direct,,Desktop,7,148,0
SESSINWURJ6IQ5,C03840,2024-05-23,Organic,SEO,CAM0081,Mobile,2,148,0
SESSD4IVP4HQWL,C03018,2024-08-11,Paid Search,CPC,CAM0066,Tablet,3,293,0
SESST8K1KQIF7K,,2024-08-04,Direct,Direct,,Mobile,2,169,0
SESSEEBX7NCE6W,C07061,2024-06-04,Display,Display,,Desktop,1,5,1
SESSZMHKY4DEFQ,C05112,2025-06-03,Organic,SEO,,Mobile,1,258,1
SESSPAGF0SJOAB,,2024-02-05,Social,Social,,Tablet,10,555,0
SESSBUBOCDDGGN,,2024-01-09,Direct,Direct,,Mobile,1,132,1
SESSDQYAYL6IVX,C07587,2024-02-09,Organic,SEO,CAM0031,Mobile,2,199,0
SESS1L72UF4974,,2025-04-13,Direct,Direct,,Mobile,4,201,0
SESSZUZJEEAG1S,C00758,2024-06-27,Direct,Direct,,Mobile,3,185,0
SESSLLNQ5PTTND,C05159,2025-05-15,Email,Email,,Mobile,2,93,0
SESSEGPC8PKV3D,,2025-01-07,Organic,SEO,,Desktop,1,193,1
SESSTETC431466,,2024-03-08,Organic,SEO,,Mobile,1,217,1
SESSCFE7QYZ95K,,2025-02-27,Paid Search,CPC,CAM0006,Mobile,9,119,0
SESSQWFDJKIHSF,,2025-05-29,Referral,Referral,,Mobile,5,95,0
SESSV79MU42AOR,,2024-12-29,Referral,Referral,,Mobile,15,54,0
SESS136ANBSI4V,,2025-03-26,Direct,Direct,,Desktop,1,168,1
SESSLCPS5GRWNJ,C03296,2025-05-30,Paid Search,CPC,CAM0066,Mobile,4,71,0
SESS8782HS7Q3D,,2024-11-24,Organic,SEO,CAM0031,Mobile,17,5,1
SESS7W36OXO15N,,2025-01-04,Paid Search,CPC,CAM0036,Mobile,1,130,1
SESSSPROITW9T8,,2025-01-21,Organic,SEO,CAM0006,Desktop,2,5,1
SESS8GGVC03H3T,,2025-06-30,Direct,Direct,,Desktop,3,133,0
SESSHOC48OCLRX,,2024-04-23,Paid Search,CPC,,Mobile,1,332,1
SESSCQQ99QVMZV,,2025-07-24,Paid Search,CPC,,Mobile,1,284,1
SESSPPOJAFB8JP,C03148,2024-02-07,Social,Social,CAM0047,Mobile,1,5,1
SESSX7GXGNFRNM,,2025-06-28,Paid Search,CPC,,Mobile,1,146,1
SESS19Q3ERO1NI,,2025-01-11,Direct,Direct,,Mobile,1,292,1
SESSBQO1DO6F4Q,C02483,2025-02-02,Direct,Direct,,Desktop,4,210,0
SESSTFHCNIJBPW,C05745,2024-07-21,Organic,SEO,,Mobile,2,391,0
SESS31MPLU1KNP,,2024-07-20,Organic,SEO,CAM0026,Mobile,10,256,0
SESSIUVRJYMY9F,,2024-04-09,Organic,SEO,CAM0006,Mobile,2,260,0
SESSJ6V523J2UU,C01880,2025-02-01,Organic,SEO,CAM0036,Mobile,3,211,0
SESS74TQ6AQ21V,,2025-03-25,Referral,Referral,,Desktop,3,5,1
SESS2RC0I182JQ,,2024-04-27,Organic,SEO,,Mobile,5,264,0
SESSA7O35TZUG1,C04936,2025-02-24,Referral,Referral,,Tablet,1,209,1
SESS05547KITBJ,C05326,2024-08-30,Display,Display,,Desktop,2,265,0
SESSNWNMTK6ADL,,2025-06-24,Organic,SEO,,Mobile,3,118,0
SESSKUH7OEOLJ2,C05957,2024-08-14,Paid Search,CPC,,Mobile,2,198,0
SESSC4CSRM9S8F,C07884,2025-05-15,Paid Search,CPC,,Mobile,1,153,1
SESSNF42K9QCM8,C05813,2024-07-31,Affiliate,Affiliate,CAM0044,Mobile,14,107,0
SESSMRUZ4DD0HW,,2024-04-22,Organic,SEO,,Mobile,1,418,1
SESSWDTIL72NR3,C04325,2025-01-07,Referral,Referral,,Desktop,1,251,1
SESS6VXYOD2E4C,,2024-10-25,Affiliate,Affiliate,CAM0069,Mobile,10,238,0
SESSX8LGCX40MQ,,2024-01-19,Paid Search,CPC,,Desktop,2,137,0
SESSJZ7H4QDJUM,C07995,2024-01-11,Organic,SEO,CAM0071,Mobile,5,251,0
SESSL1A85SDIUK,C04090,2024-01-08,Organic,SEO,,Mobile,1,77,1
SESSWD6ORMAE7H,,2024-06-01,Affiliate,Affiliate,CAM0034,Tablet,4,5,1
SESSYM1UGHG5W7,,2025-07-03,Organic,SEO,CAM0041,Mobile,2,338,0
SESSTECZKG13SV,C02386,2024-05-14,Paid Search,CPC,,Mobile,2,45,0
SESSL47GXC7SZM,,2025-01-07,Organic,SEO,CAM0001,Mobile,9,201,0
SESS0N75J3AS5O,,2025-04-05,Email,Email,CAM0013,Desktop,10,75,0
SESSEKJWRANI4U,C03285,2024-08-22,Social,Social,CAM0092,Mobile,1,187,1
SESS9MENHN62V2,C02245,2024-09-11,Email,Email,CAM0018,Tablet,7,96,0
SESSTU2ZX4219X,,2025-08-08,Affiliate,Affiliate,,Mobile,2,181,0
SESSPA0B5JH3KK,,2024-11-23,Paid Search,CPC,,Desktop,1,256,1
SESSJXCVXP4I1U,C04947,2024-12-27,Affiliate,Affiliate,CAM0079,Mobile,2,141,0
SESSZDCM3G2EZW,C02679,2025-01-08,Organic,SEO,,Mobile,1,5,1
SESSZFDH5J9HY1,C03638,2024-07-27,Organic,SEO,,Mobile,1,339,1
SESSI54L17X58B,,2024-09-23,Direct,Direct,,Tablet,5,237,0
SESS1E4SFYXTLD,,2025-07-07,Paid Search,CPC,,Desktop,9,193,0
SESSDRM8MAGB4L,C07646,2025-05-20,Display,Display,CAM0090,Mobile,1,317,1
SESSO1JJTP4A6U,,2025-07-17,Direct,Direct,,Desktop,5,205,0
SESSNXB8TLVVOH,C07845,2025-02-24,Social,Social,,Mobile,1,244,1
SESS7607QT2ZSK,C07713,2024-11-03,Email,Email,,Mobile,9,121,0
SESS8KX9DAPMAM,,2024-05-16,Organic,SEO,,Mobile,1,197,1
SESSZQRRW4M8AQ,C06165,2025-02-22,Organic,SEO,CAM0036,Mobile,1,341,1
SESSJ60BTZIY6J,C05075,2024-07-13,Paid Search,CPC,CAM0016,Desktop,1,232,1
SESSVKACUDR2RK,C01675,2024-04-04,Organic,SEO,,Desktop,2,148,0
SESS240RDNMJNE,,2025-05-04,Organic,SEO,CAM0056,Desktop,3,296,0
SESSRX3KEX1F80,,2024-09-14,Organic,SEO,,Desktop,1,24,1
SESS975GWGBRFX,,2024-01-25,Social,Social,CAM0097,Mobile,1,317,1
SESSXW0RZJJF70,,2024-08-19,Organic,SEO,CAM0091,Desktop,9,204,0
SESSLZ86MPU2WI,C01719,2024-11-27,Referral,Referral,,Mobile,7,200,0
SESS1TYMUL7J3A,C02394,2024-08-08,Social,Social,,Mobile,1,143,1
SESS0PXUI9TNND,C03866,2024-10-23,Organic,SEO,,Tablet,1,24,1
SESS967ZPZEKQ1,,2024-07-21,Organic,SEO,CAM0046,Mobile,2,226,0
SESSU7UAJDNYVU,,2024-12-08,Direct,Direct,,Mobile,12,91,0
SESSHHKM3RJ9K4,C04816,2025-08-15,Paid Search,CPC,CAM0081,Mobile,2,278,0
SESS4Q7D8O7QCB,,2024-07-23,Paid Search,CPC,,Desktop,15,202,0
SESSVX698Y6YOB,,2024-03-17,Paid Search,CPC,CAM0016,Mobile,5,145,0
SESS671VDJM30G,C02510,2025-07-03,Paid Search,CPC,CAM0026,Mobile,1,89,1
SESSH0FMG6GVN7,,2024-02-11,Paid Search,CPC,,Mobile,5,96,0
SESS9YF5TFJYFR,,2025-03-30,Social,Social,CAM0042,Desktop,1,144,1
SESS0CX98V9CUW,,2024-06-30,Paid Search,CPC,CAM0021,Mobile,6,253,0
SESS0H3PLLKV4X,C01634,2024-07-13,Display,Display,,Desktop,2,258,0
SESSA2DNVW0XGE,,2025-08-12,Paid Search,CPC,,Mobile,2,110,0
SESSZQ70F939FY,C07347,2025-01-22,Organic,SEO,,Desktop,3,228,0
SESSRK6IGF2VJS,C05546,2024-05-20,Display,Display,,Tablet,2,313,0
SESSWB5BWIASJ2,C07652,2024-01-27,Organic,SEO,CAM0046,Mobile,5,88,0
SESSQT3WCWO72H,,2024-11-10,Social,Social,,Mobile,4,176,0
SESSXOGMJSKZ3P,,2024-11-16,Referral,Referral,,Mobile,1,114,1
SESSS2AP8I6NIA,C01828,2025-03-23,Organic,SEO,CAM0061,Mobile,2,54,0
SESSFFV9Z91ZAO,C07204,2024-10-19,Organic,SEO,CAM0096,Desktop,4,46,0
SESSHWVAQATRIQ,,2024-08-23,Paid Search,CPC,CAM0056,Mobile,1,253,1
SESSSBVM3LR6FL,,2025-04-01,Paid Search,CPC,CAM0056,Mobile,8,193,0
SESSR6CSA0PCVT,C03943,2024-03-07,Organic,SEO,,Mobile,1,169,1
SESSPKE30Q4QDH,,2024-06-24,Paid Search,CPC,CAM0001,Mobile,1,5,1
SESS7HON9RRW1C,C00333,2025-05-24,Organic,SEO,CAM0006,Mobile,1,184,1
SESSWM6QOTRH5H,,2024-03-31,Organic,SEO,,Mobile,1,91,1
SESSWX5IGEHH6F,C01130,2024-06-14,Direct,Direct,,Mobile,4,245,0
SESSXPN5EDNZKA,C03135,2025-03-13,Organic,SEO,CAM0026,Mobile,6,297,0
SESSF9B9FJVFLI,,2024-02-20,Social,Social,CAM0017,Mobile,1,5,1
SESS2L2K7U6TWJ,,2024-09-22,Display,Display,,Mobile,5,207,0
SESSUHOX7DEUIP,C00291,2025-06-04,Organic,SEO,CAM0041,Desktop,2,183,0
SESSA2UBLDF31O,C02198,2024-03-27,Organic,SEO,,Mobile,1,52,1
SESSXCTGRTQSPO,C02874,2024-02-21,Affiliate,Affiliate,CAM0034,Mobile,6,183,0
SESSK5D5RQA89J,,2024-06-27,Social,Social,CAM0037,Desktop,1,378,1
SESSYGSO0UC4KH,,2024-10-04,Direct,Direct,,Desktop,1,266,1
SESSDO2MB0R514,C05923,2024-08-26,Direct,Direct,,Mobile,2,209,0
SESS4I6TS4MV24,C05563,2025-08-07,Direct,Direct,,Desktop,1,191,1
SESSCP874O1LK9,,2024-12-04,Display,Display,,Desktop,3,264,0
SESSS1XEMM9QJH,C06901,2024-03-12,Organic,SEO,,Mobile,6,68,0
SESS6NSOD4Q46R,C07737,2025-01-08,Paid Search,CPC,,Desktop,8,277,0
SESSC748FTDYP9,C05866,2025-08-02,Social,Social,CAM0027,Mobile,4,263,0
SESSCYPYF6KXQ0,,2025-05-31,Direct,Direct,,Mobile,3,240,0
SESSG025KGSCZ6,C04651,2024-08-25,Organic,SEO,,Desktop,2,204,0
SESS24IUAFYGBG,C02797,2025-04-10,Referral,Referral,,Desktop,5,5,1
SESSOXK5BS4I8I,C01793,2024-04-30,Direct,Direct,,Mobile,1,171,1
SESSXRC4DO6E4G,C06276,2025-02-16,Organic,SEO,,Mobile,2,57,0
SESS52AAOJ7CAP,,2025-07-23,Paid Search,CPC,,Desktop,4,202,0
SESSSIMZMHCN9O,C04112,2024-02-12,Organic,SEO,CAM0021,Mobile,1,35,1
SESSWKU9EVH05D,C06480,2025-05-18,Paid Search,CPC,,Mobile,1,5,1
SESSW0IQ5QE8E8,C05516,2024-07-15,Paid Search,CPC,CAM0071,Mobile,1,74,1
SESS5KS0AHD2XU,,2024-03-12,Paid Search,CPC,,Mobile,3,251,0
SESSC9K2W7P3ZY,C00800,2024-03-31,Paid Search,CPC,,Mobile,3,205,0
SESSDN2J0KO63J,C04541,2025-07-02,Paid Search,CPC,,Mobile,10,208,0
SESSTZZRXPK1HB,,2025-05-05,Social,Social,CAM0077,Desktop,1,258,1
SESST97UTYGS9E,,2025-01-17,Organic,SEO,,Mobile,3,152,0
SESS7CMKNN8BTY,,2025-04-10,Organic,SEO,CAM0061,Desktop,2,180,0
SESS6BYL0WLGDP,,2024-06-02,Paid Search,CPC,CAM0046,Mobile,1,207,1
SESSITISFVRB5O,,2024-06-18,Direct,Direct,,Mobile,2,172,0
SESSRLRUTNRQ6J,,2024-09-28,Paid Search,CPC,,Mobile,3,354,0
SESSSMC9HXHYA6,,2024-04-19,Social,Social,,Mobile,6,145,0
SESS95AB1L3I6H,C02765,2024-05-30,Display,Display,,Desktop,6,118,0
SESS5M27N8TZXL,,2025-03-06,Direct,Direct,,Desktop,1,210,1
SESSRLV01237M4,,2025-03-26,Affiliate,Affiliate,,Mobile,4,85,0
SESS0AKOFIKE66,,2024-01-23,Organic,SEO,,Mobile,1,30,1
SESSC5P04NL6HG,,2025-01-01,Paid Search,CPC,,Desktop,1,145,1
SESSIB3IBE11AP,,2024-08-26,Paid Search,CPC,,Mobile,11,144,0
SESSBNS153J4WO,C07501,2025-03-09,Direct,Direct,,Mobile,4,58,0
SESSFJM6QBQSYE,,2024-05-06,Email,Email,CAM0058,Mobile,1,96,1
SESSCXAL1RWHTV,,2025-06-24,Organic,SEO,CAM0026,Mobile,7,229,0
SESSXNQF3RSRZ9,,2024-07-16,Organic,SEO,CAM0011,Desktop,1,354,1
