order_id,customer_id,order_date,channel,device,campaign_id,delivery_days,status,ship_state,ship_city
O012402,C07051,2025-02-04,Website,Mobile,CAM0068,4,Completed,Kerala,Mumbai
O012403,C07599,2024-02-28,Mobile App,Mobile,CAM0006,4,Completed,Madhya Pradesh,Indore
O012404,C04293,2024-05-21,Mobile App,Tablet,,3,Completed,Maharashtra,Lucknow
O012405,C07676,2025-04-10,Website,Desktop,CAM0079,4,Completed,Tamil Nadu,Gurugram
O012406,C04857,2024-05-28,Website,Tablet,CAM0025,2,Returned,Odisha,Mumbai
O012407,C00671,2025-03-22,Mobile App,Desktop,,3,Completed,Madhya Pradesh,Gurugram
O012408,C00278,2024-06-22,Website,Desktop,,4,Completed,West Bengal,Kolkata
O012409,C04652,2024-11-06,Website,Desktop,CAM0054,4,Completed,West Bengal,Mumbai
O012410,C07928,2024-03-02,Website,Desktop,,3,Completed,Delhi,Mysuru
O012411,C00309,2024-06-15,Marketplace,Desktop,CAM0026,2,Completed,Gujarat,Kochi
O012412,C04627,2024-04-12,Website,Mobile,CAM0020,5,Completed,Tamil Nadu,Mysuru
O012413,C03499,2024-01-28,Mobile App,Mobile,,2,Completed,Punjab,Mysuru
O012414,C03821,2025-05-22,Mobile App,Mobile,CAM0082,4,Completed,Tamil Nadu,Kolkata
O012415,C00555,2024-05-13,Website,Mobile,CAM0023,4,Completed,Maharashtra,Kolkata
O012416,C02276,2024-02-28,Website,Mobile,,2,Completed,Tamil Nadu,Vadodara
O012417,C00878,2024-03-30,Mobile App,Mobile,,4,Completed,Madhya Pradesh,Patna
O012418,C00533,2024-03-10,Website,Mobile,CAM0012,2,Completed,Rajasthan,Mysuru
O012419,C02961,2024-07-03,Mobile App,Mobile,CAM0035,2,Completed,Delhi,Indore
O012420,C02112,2025-03-13,Marketplace,Tablet,,3,Completed,Delhi,Gurugram
O012421,C06565,2025-07-25,Mobile App,Mobile,,4,Completed,Uttar Pradesh,Gurugram
O012422,C07673,2025-04-18,Website,Mobile,,6,Completed,Madhya Pradesh,Surat
O012423,C01092,2024-06-16,Mobile App,Mobile,,5,Completed,Maharashtra,Vadodara
O012424,C01626,2025-07-31,Marketplace,Desktop,,4,Completed,Rajasthan,Bhubaneswar
O012425,C03941,2024-05-03,Mobile App,Desktop,,4,Completed,West Bengal,Jaipur
O012426,C02619,2024-07-31,Mobile App,Desktop,,6,Completed,Uttar Pradesh,Gurugram
O012427,C03292,2024-06-30,Website,Tablet,,5,Completed,Uttar Pradesh,Chandigarh
O012428,C00449,2024-03-11,Mobile App,Mobile,,6,Completed,Haryana,Surat
O012429,C04747,2025-07-09,Website,Mobile,,2,Completed,Tamil Nadu,Hyderabad
O012430,C04885,2024-07-13,Mobile App,Mobile,,5,Completed,Gujarat,Lucknow
O012431,C04455,2025-07-22,Website,Mobile,,4,Completed,Delhi,Pune
O012432,C02751,2024-10-18,Mobile App,Mobile,,6,Shipped,Haryana,Patna
O012433,C01142,2024-02-26,Website,Mobile,,2,Completed,Delhi,Patna
O012434,C02806,2024-10-26,Website,Tablet,,6,Completed,West Bengal,Ahmedabad
O012435,C06469,2024-11-13,Marketplace,Mobile,,4,Completed,Uttar Pradesh,Pune
O012436,C04626,2025-01-05,Website,Mobile,,2,Completed,Maharashtra,Chennai
O012437,C07601,2024-03-23,Mobile App,Desktop,CAM0015,5,Completed,Rajasthan,New Delhi
O012438,C01951,2024-04-03,Mobile App,Desktop,,1,Completed,Punjab,Patna
O012439,C06569,2024-09-23,Website,Mobile,,5,Completed,Gujarat,Kolkata
O012440,C03067,2025-01-10,Mobile App,Mobile,CAM0063,4,Completed,Kerala,Kochi
O012441,C00132,2024-06-09,Mobile App,Desktop,CAM0028,5,Completed,Madhya Pradesh,Kochi
O012442,C01745,2025-05-16,Mobile App,Mobile,CAM0082,5,Completed,Gujarat,Kolkata
O012443,C00408,2025-01-11,Marketplace,Mobile,CAM0065,3,Completed,Madhya Pradesh,Lucknow
O012444,C00980,2024-04-21,Website,Desktop,CAM0017,5,Completed,Odisha,Gurugram
O012445,C00852,2025-07-31,Website,Mobile,,4,Completed,Punjab,Mumbai
O012446,C03496,2024-10-05,Mobile App,Mobile,,3,Completed,West Bengal,Surat
O012447,C03874,2025-03-08,Website,Mobile,CAM0072,4,Completed,Uttar Pradesh,Vadodara
O012448,C01241,2024-08-29,Mobile App,Mobile,,2,Completed,Gujarat,Mysuru
O012449,C02518,2024-08-09,Website,Mobile,,5,Completed,Punjab,Hyderabad
O012450,C00736,2024-10-12,Mobile App,Mobile,,5,Completed,Madhya Pradesh,Lucknow
O012451,C07091,2024-01-04,Mobile App,Mobile,,3,Completed,Uttar Pradesh,Patna
O012452,C02632,2024-11-15,Mobile App,Desktop,CAM0053,2,Completed,Delhi,Mumbai
O012453,C02373,2024-11-16,Marketplace,Tablet,,2,Shipped,Madhya Pradesh,Surat
O012454,C06639,2024-01-08,Website,Mobile,,5,Completed,Haryana,Bhubaneswar
O012455,C07179,2024-02-21,Website,Mobile,,3,Completed,Haryana,Hyderabad
O012456,C06865,2024-05-21,Marketplace,Tablet,CAM0023,4,Completed,Uttar Pradesh,Kochi
O012457,C05938,2024-10-06,Website,Mobile,,1,Completed,Gujarat,Lucknow
O012458,C04495,2024-03-28,Website,Mobile,CAM0015,3,Completed,Maharashtra,Bhubaneswar
O012459,C02232,2024-06-08,Website,Mobile,,2,Completed,Madhya Pradesh,Kolkata
O012460,C00338,2024-01-28,Mobile App,Mobile,CAM0003,3,Shipped,Haryana,Vadodara
O012461,C01557,2025-06-11,Website,Desktop,,4,Completed,Telangana,Jaipur
O012462,C00699,2024-09-28,Mobile App,Mobile,,2,Completed,Maharashtra,Indore
O012463,C06149,2024-04-09,Mobile App,Desktop,,5,Completed,Odisha,Surat
O012464,C04920,2024-07-22,Website,Mobile,,3,Completed,Haryana,New Delhi
O012465,C01123,2024-07-08,Mobile App,Mobile,,4,Returned,Telangana,Ahmedabad
O012466,C04893,2025-06-29,Website,Mobile,,2,Cancelled,Odisha,Chennai
O012467,C01281,2024-10-20,Mobile App,Mobile,CAM0047,3,Completed,Gujarat,Lucknow
O012468,C06790,2024-12-09,Mobile App,Desktop,,3,Completed,Telangana,Mumbai
O012469,C04912,2024-02-22,Website,Mobile,CAM0007,3,Completed,Madhya Pradesh,Chandigarh
O012470,C06926,2024-02-16,Mobile App,Mobile,,3,Completed,Rajasthan,Chandigarh
O012471,C04380,2025-02-25,Mobile App,Desktop,CAM0066,2,Completed,Tamil Nadu,Indore
O012472,C03795,2025-04-09,Website,Mobile,CAM0080,4,Completed,Odisha,Hyderabad
O012473,C00603,2025-07-06,Marketplace,Desktop,,5,Completed,Uttar Pradesh,Gurugram
O012474,C01046,2025-03-04,Website,Mobile,CAM0071,6,Completed,Rajasthan,Lucknow
O012475,C04496,2025-01-31,Mobile App,Mobile,CAM0061,5,Completed,Karnataka,Indore
O012476,C06204,2024-07-12,Website,Desktop,,3,Completed,Karnataka,Gurugram
O012477,C01560,2024-03-06,Mobile App,Desktop,CAM0012,6,Shipped,Tamil Nadu,Pune
O012478,C07204,2025-07-08,Website,Tablet,CAM0092,4,Completed,Kerala,Bhubaneswar
O012479,C06927,2025-04-20,Website,Mobile,CAM0076,2,Completed,Odisha,Bengaluru
O012480,C07074,2024-01-26,Website,Desktop,,4,Shipped,Delhi,Gurugram
O012481,C05031,2024-04-08,Website,Mobile,CAM0017,3,Completed,Telangana,Bhubaneswar
O012482,C05892,2025-04-20,Mobile App,Tablet,CAM0079,3,Completed,West Bengal,Chandigarh
O012483,C05310,2025-07-26,Marketplace,Mobile,,4,Returned,Odisha,Jaipur
O012484,C04148,2024-03-22,Mobile App,Mobile,,5,Completed,Karnataka,Bhubaneswar
O012485,C00482,2025-02-01,Mobile App,Mobile,,3,Completed,Punjab,Bhubaneswar
O012486,C06378,2025-01-27,Mobile App,Mobile,,4,Completed,Madhya Pradesh,Vadodara
O012487,C04766,2024-02-13,Mobile App,Desktop,CAM0009,2,Completed,Rajasthan,Kochi
O012488,C06791,2025-04-22,Website,Mobile,,5,Completed,Maharashtra,Bengaluru
O012489,C01957,2024-03-31,Website,Desktop,,3,Completed,Madhya Pradesh,Bengaluru
O012490,C03730,2024-11-24,Website,Mobile,,3,Completed,West Bengal,Gurugram
O012491,C01341,2025-02-17,Mobile App,Tablet,,3,Completed,Punjab,New Delhi
O012492,C01366,2024-04-19,Website,Desktop,,2,Completed,Madhya Pradesh,Indore
O012493,C00990,2024-08-06,Website,Mobile,,3,Completed,Karnataka,Pune
O012494,C00587,2025-04-07,Website,Mobile,,2,Shipped,Tamil Nadu,Jaipur
O012495,C04783,2025-05-29,Mobile App,Desktop,CAM0082,4,Completed,Telangana,Patna
O012496,C00727,2025-07-06,Mobile App,Desktop,CAM0091,4,Completed,Maharashtra,Gurugram
O012497,C01519,2024-09-13,Website,Mobile,,2,Completed,Haryana,Mumbai
O012498,C02163,2024-07-11,Website,Mobile,,3,Completed,Telangana,New Delhi
O012499,C00878,2024-03-10,Mobile App,Tablet,CAM0011,5,Completed,Haryana,Chennai
O012500,C06400,2025-04-03,Website,Mobile,,4,Completed,Rajasthan,Mumbai
O012501,C07432,2025-01-16,Marketplace,Mobile,CAM0062,5,Completed,Uttar Pradesh,Hyderabad
O012502,C00785,2025-05-08,Mobile App,Desktop,,5,Completed,Madhya Pradesh,Hyderabad
O012503,C03800,2024-04-06,Website,Mobile,,6,Completed,Tamil Nadu,Mumbai
O012504,C07982,2024-08-11,Website,Mobile,,4,Completed,Madhya Pradesh,Hyderabad
O012505,C03611,2024-10-07,Website,Desktop,,5,Completed,Bihar,Kochi
O012506,C04850,2024-11-28,Website,Mobile,,4,Completed,Maharashtra,Kolkata
O012507,C02912,2025-02-08,Mobile App,Desktop,,3,Completed,Madhya Pradesh,Bengaluru
O012508,C06975,2025-05-10,Website,Mobile,,1,Completed,Karnataka,Ahmedabad
O012509,C06477,2024-07-04,Mobile App,Mobile,CAM0035,5,Completed,Madhya Pradesh,Gurugram
O012510,C00435,2024-02-07,Marketplace,Mobile,,4,Completed,Karnataka,Chennai
O012511,C06631,2025-05-02,Website,Desktop,CAM0084,3,Completed,Punjab,Chennai
O012512,C05997,2025-07-09,Marketplace,Tablet,CAM0092,4,Completed,Telangana,Bhubaneswar
O012513,C04175,2025-05-20,Mobile App,Mobile,,5,Completed,Telangana,Bhubaneswar
O012514,C05151,2025-05-03,Website,Mobile,,3,Completed,Tamil Nadu,Vadodara
O012515,C00784,2024-02-26,Website,Mobile,CAM0006,4,Completed,Madhya Pradesh,Mumbai
O012516,C02102,2025-05-26,Marketplace,Mobile,CAM0082,4,Completed,Haryana,Gurugram
O012517,C05752,2024-09-04,Website,Mobile,CAM0043,2,Completed,Gujarat,Kochi
O012518,C01153,2024-04-13,Website,Mobile,,4,Completed,Tamil Nadu,Jaipur
O012519,C02145,2025-07-10,Website,Mobile,,5,Completed,Rajasthan,Mysuru
O012520,C01312,2024-02-29,Website,Mobile,,2,Completed,Delhi,Vadodara
O012521,C04709,2025-07-31,Website,Desktop,CAM0095,3,Completed,Karnataka,Lucknow
O012522,C06466,2025-07-12,Mobile App,Desktop,CAM0095,4,Completed,Madhya Pradesh,Pune
O012523,C04640,2024-08-25,Mobile App,Mobile,CAM0040,3,Completed,Gujarat,Pune
O012524,C04041,2025-01-05,Marketplace,Mobile,,4,Completed,Haryana,Indore
O012525,C00504,2024-01-26,Website,Desktop,,3,Returned,Gujarat,Chandigarh
O012526,C02171,2025-01-27,Marketplace,Mobile,,5,Completed,Odisha,Coimbatore
O012527,C06766,2024-04-19,Website,Mobile,,3,Completed,Telangana,Indore
O012528,C01698,2025-01-26,Website,Mobile,,2,Shipped,Tamil Nadu,Chandigarh
O012529,C04976,2024-09-10,Website,Desktop,,4,Completed,Delhi,Kolkata
O012530,C06239,2025-07-05,Website,Mobile,,3,Completed,Delhi,Jaipur
O012531,C01022,2024-04-06,Website,Tablet,,4,Completed,Punjab,Coimbatore
O012532,C02677,2025-06-21,Website,Desktop,,7,Completed,Uttar Pradesh,Indore
O012533,C04369,2024-04-13,Website,Tablet,CAM0019,4,Completed,Odisha,Patna
O012534,C01684,2025-08-09,Website,Mobile,CAM0096,3,Completed,Gujarat,Chennai
O012535,C06319,2025-05-10,Website,Tablet,,3,Shipped,Madhya Pradesh,Mumbai
O012536,C04245,2024-08-01,Website,Desktop,,4,Completed,Delhi,Indore
O012537,C07076,2024-04-22,Website,Mobile,CAM0017,4,Completed,Uttar Pradesh,Kolkata
O012538,C05082,2024-11-07,Website,Desktop,CAM0054,3,Cancelled,Punjab,Mumbai
O012539,C00937,2025-07-22,Mobile App,Mobile,CAM0095,3,Completed,Uttar Pradesh,Hyderabad
O012540,C07515,2024-04-10,Marketplace,Mobile,,5,Completed,Telangana,Chennai
O012541,C04007,2024-03-24,Mobile App,Desktop,,3,Completed,Delhi,Mumbai
O012542,C04730,2024-10-28,Website,Desktop,,2,Completed,Maharashtra,Patna
O012543,C04574,2025-07-26,Mobile App,Mobile,,4,Completed,Punjab,Mumbai
O012544,C04583,2024-08-04,Marketplace,Desktop,,4,Completed,West Bengal,Lucknow
O012545,C06684,2025-07-21,Mobile App,Mobile,,2,Shipped,Kerala,Lucknow
O012546,C02278,2025-06-24,Marketplace,Tablet,,2,Completed,Punjab,Surat
O012547,C04724,2024-04-01,Website,Mobile,,3,Cancelled,Karnataka,Kolkata
O012548,C03277,2025-03-27,Website,Mobile,,2,Completed,Gujarat,Surat
O012549,C04944,2024-03-11,Website,Desktop,CAM0015,3,Completed,Delhi,Indore
O012550,C07415,2025-06-08,Website,Mobile,,5,Completed,Odisha,New Delhi
O012551,C02574,2025-02-04,Website,Desktop,CAM0068,3,Completed,Rajasthan,Pune
O012552,C07786,2024-03-21,Mobile App,Tablet,,5,Completed,Haryana,Kolkata
O012553,C01619,2024-04-09,Website,Mobile,,4,Shipped,Delhi,Indore
O012554,C02029,2024-08-05,Mobile App,Mobile,,4,Completed,Haryana,Jaipur
O012555,C06577,2024-05-04,Mobile App,Mobile,,5,Completed,Odisha,Mumbai
O012556,C01093,2024-07-19,Marketplace,Mobile,,2,Completed,Punjab,Bhubaneswar
O012557,C04055,2024-01-02,Website,Mobile,,5,Completed,Maharashtra,Coimbatore
O012558,C06856,2025-07-27,Website,Mobile,,6,Completed,Haryana,Hyderabad
O012559,C01867,2024-01-20,Website,Mobile,CAM0001,3,Completed,Bihar,New Delhi
O012560,C00924,2024-06-28,Website,Mobile,,4,Cancelled,Kerala,Coimbatore
O012561,C06953,2025-02-12,Website,Mobile,,2,Completed,Tamil Nadu,Chennai
O012562,C00043,2024-03-02,Mobile App,Tablet,CAM0014,5,Cancelled,Punjab,Chandigarh
O012563,C06697,2024-09-29,Website,Desktop,,4,Completed,Kerala,Bengaluru
O012564,C01190,2024-01-10,Website,Tablet,,3,Completed,Odisha,Patna
O012565,C05806,2025-06-23,Website,Mobile,,3,Returned,Kerala,Kolkata
O012566,C02520,2025-04-04,Marketplace,Mobile,,2,Completed,Madhya Pradesh,Ahmedabad
O012567,C02871,2024-03-01,Website,Mobile,,1,Completed,Delhi,Chennai
O012568,C02490,2024-02-27,Mobile App,Mobile,,4,Completed,Uttar Pradesh,Chandigarh
O012569,C06976,2024-10-26,Website,Mobile,,4,Completed,Rajasthan,Mysuru
O012570,C04341,2025-05-11,Website,Mobile,,2,Completed,Maharashtra,Chennai
O012571,C02780,2024-12-04,Mobile App,Mobile,CAM0060,2,Completed,Kerala,Bengaluru
O012572,C02789,2024-09-08,Website,Desktop,CAM0043,4,Cancelled,Uttar Pradesh,Mumbai
O012573,C07147,2025-02-10,Mobile App,Desktop,,4,Completed,Tamil Nadu,Jaipur
O012574,C00039,2024-09-12,Website,Mobile,,4,Completed,Odisha,Coimbatore
O012575,C06051,2025-01-15,Mobile App,Mobile,,4,Completed,Uttar Pradesh,Jaipur
O012576,C00270,2024-05-24,Website,Tablet,,3,Completed,Odisha,Chandigarh
O012577,C00980,2025-08-13,Website,Mobile,,3,Completed,Madhya Pradesh,Pune
O012578,C03172,2024-12-06,Mobile App,Mobile,,3,Completed,Odisha,Bengaluru
O012579,C07913,2025-02-06,Website,Mobile,,2,Completed,Punjab,Hyderabad
O012580,C01901,2024-10-14,Website,Mobile,CAM0050,4,Completed,Punjab,Gurugram
O012581,C07648,2024-08-01,Website,Desktop,CAM0031,4,Returned,Rajasthan,Vadodara
O012582,C04672,2025-06-15,Marketplace,Desktop,,4,Completed,Odisha,Kochi
O012583,C03301,2025-07-29,Website,Desktop,,2,Completed,Delhi,Gurugram
O012584,C01241,2025-07-01,Mobile App,Mobile,,4,Completed,West Bengal,Indore
O012585,C01111,2024-07-29,Mobile App,Mobile,,4,Completed,Telangana,Chennai
O012586,C04983,2024-06-19,Website,Mobile,CAM0028,2,Completed,Odisha,Chennai
O012587,C01142,2025-06-21,Website,Mobile,,3,Completed,Madhya Pradesh,Kolkata
O012588,C06916,2024-09-19,Marketplace,Tablet,,3,Completed,Gujarat,Indore
O012589,C04342,2025-01-24,Website,Mobile,,5,Completed,Odisha,Bhubaneswar
O012590,C04195,2025-02-24,Mobile App,Tablet,,5,Completed,Haryana,Ahmedabad
O012591,C03985,2024-03-02,Mobile App,Mobile,,5,Completed,Uttar Pradesh,Chandigarh
O012592,C05543,2024-03-26,Website,Mobile,,3,Completed,Delhi,Surat
O012593,C02425,2025-08-07,Marketplace,Tablet,CAM0099,3,Completed,Madhya Pradesh,Chandigarh
O012594,C00970,2025-05-05,Mobile App,Mobile,,4,Completed,Tamil Nadu,Indore
O012595,C02900,2024-02-29,Marketplace,Mobile,,5,Completed,Punjab,Bengaluru
O012596,C00321,2025-04-21,Mobile App,Mobile,,5,Completed,Kerala,Ahmedabad
O012597,C01662,2024-11-15,Mobile App,Mobile,CAM0052,3,Shipped,Delhi,Mysuru
O012598,C01058,2024-02-21,Mobile App,Desktop,,2,Completed,Haryana,Lucknow
O012599,C07704,2024-03-17,Website,Mobile,,4,Shipped,Madhya Pradesh,Hyderabad
O012600,C07097,2024-04-28,Website,Mobile,,6,Completed,Karnataka,Jaipur
O012601,C02028,2024-06-30,Mobile App,Mobile,,4,Completed,Maharashtra,Pune
O012602,C02469,2025-05-20,Website,Mobile,,2,Completed,Kerala,Gurugram
O012603,C01298,2024-06-01,Website,Mobile,,1,Completed,Madhya Pradesh,Chennai
O012604,C03171,2024-01-18,Website,Mobile,,2,Completed,Telangana,Kochi
O012605,C07164,2024-03-04,Mobile App,Desktop,,5,Completed,Karnataka,Vadodara
O012606,C04904,2025-05-11,Website,Desktop,CAM0084,5,Completed,Karnataka,Vadodara
O012607,C06216,2024-03-19,Mobile App,Desktop,,2,Completed,Kerala,Bengaluru
O012608,C07737,2024-02-28,Website,Desktop,CAM0006,4,Completed,Kerala,Kolkata
O012609,C05214,2025-02-14,Website,Mobile,,3,Completed,Madhya Pradesh,Gurugram
O012610,C06730,2024-03-01,Mobile App,Desktop,CAM0014,3,Completed,Punjab,Pune
O012611,C05472,2025-04-11,Mobile App,Desktop,,3,Completed,Tamil Nadu,Mysuru
O012612,C01740,2024-03-19,Website,Mobile,CAM0015,3,Completed,Odisha,Chandigarh
O012613,C07657,2025-05-02,Website,Mobile,CAM0084,3,Completed,Madhya Pradesh,Jaipur
O012614,C07491,2024-08-31,Website,Mobile,,2,Returned,Madhya Pradesh,Kochi
O012615,C01466,2024-07-26,Website,Desktop,,3,Completed,Delhi,Surat
O012616,C04117,2024-03-27,Mobile App,Mobile,,4,Completed,Kerala,Chennai
O012617,C00576,2024-02-08,Marketplace,Mobile,CAM0010,6,Completed,Karnataka,Chandigarh
O012618,C04073,2024-06-24,Mobile App,Mobile,CAM0029,3,Completed,Bihar,Pune
O012619,C03717,2025-04-22,Mobile App,Desktop,CAM0076,4,Completed,Delhi,Jaipur
O012620,C00822,2025-08-14,Mobile App,Mobile,,2,Completed,Delhi,Mysuru
O012621,C06442,2024-01-20,Website,Desktop,,2,Completed,Tamil Nadu,Bhubaneswar
O012622,C04037,2024-08-08,Mobile App,Mobile,,3,Returned,West Bengal,Kochi
O012623,C02032,2024-10-01,Mobile App,Mobile,,5,Shipped,Bihar,Kolkata
O012624,C04027,2024-06-02,Website,Mobile,,2,Completed,Punjab,Indore
O012625,C03701,2025-04-07,Mobile App,Mobile,CAM0080,3,Shipped,Uttar Pradesh,Mumbai
O012626,C06924,2025-02-12,Website,Mobile,CAM0069,2,Completed,Bihar,Ahmedabad
O012627,C02188,2024-09-07,Website,Mobile,CAM0045,5,Completed,Haryana,Indore
O012628,C00713,2024-07-30,Mobile App,Mobile,,5,Completed,Madhya Pradesh,Chandigarh
O012629,C03967,2025-04-22,Marketplace,Mobile,CAM0076,2,Completed,West Bengal,Mysuru
O012630,C03150,2025-02-22,Mobile App,Mobile,CAM0067,1,Completed,Madhya Pradesh,Surat
O012631,C04901,2024-06-20,Website,Mobile,,3,Completed,Haryana,Ahmedabad
O012632,C00421,2025-05-21,Website,Mobile,,3,Completed,Delhi,Coimbatore
O012633,C00912,2024-07-21,Website,Desktop,,3,Shipped,Gujarat,Coimbatore
O012634,C00489,2025-05-06,Mobile App,Tablet,,4,Shipped,Gujarat,Kochi
O012635,C01433,2024-10-21,Mobile App,Desktop,,4,Completed,Haryana,Ahmedabad
O012636,C00862,2025-04-01,Mobile App,Desktop,CAM0078,4,Shipped,Karnataka,Chennai
O012637,C00495,2024-05-25,Website,Desktop,,5,Returned,Karnataka,New Delhi
O012638,C07292,2024-08-25,Mobile App,Mobile,CAM0038,5,Completed,Kerala,Gurugram
O012639,C02606,2025-02-27,Marketplace,Mobile,,3,Completed,Kerala,Indore
O012640,C07114,2024-10-18,Marketplace,Desktop,,2,Completed,Telangana,Indore
O012641,C01857,2024-06-04,Mobile App,Mobile,,5,Completed,Uttar Pradesh,Indore
O012642,C05547,2024-12-15,Mobile App,Tablet,,3,Cancelled,Rajasthan,Vadodara
O012643,C07256,2025-03-17,Mobile App,Mobile,,3,Shipped,Tamil Nadu,Bengaluru
O012644,C04779,2024-08-30,Website,Mobile,,4,Completed,Rajasthan,Lucknow
O012645,C00044,2024-07-25,Website,Mobile,,3,Cancelled,Karnataka,Gurugram
O012646,C02156,2025-03-03,Website,Desktop,,2,Completed,Maharashtra,Coimbatore
O012647,C00016,2024-09-14,Website,Mobile,,4,Completed,Bihar,Bhubaneswar
O012648,C04295,2025-08-07,Marketplace,Mobile,CAM0100,3,Completed,Karnataka,Kolkata
O012649,C07101,2024-02-04,Website,Mobile,,4,Completed,Kerala,Hyderabad
O012650,C04167,2024-05-08,Website,Mobile,,3,Completed,Tamil Nadu,New Delhi
O012651,C07210,2025-03-05,Website,Tablet,,3,Completed,Haryana,Bhubaneswar
O012652,C02352,2024-11-14,Website,Tablet,,4,Completed,Rajasthan,Kochi
O012653,C01827,2024-04-04,Website,Mobile,,3,Completed,Madhya Pradesh,Vadodara
O012654,C03785,2024-08-07,Mobile App,Mobile,,2,Completed,Karnataka,Hyderabad
O012655,C07826,2024-10-27,Website,Mobile,,3,Completed,Gujarat,Lucknow
O012656,C04920,2024-07-03,Mobile App,Mobile,,3,Completed,Haryana,Vadodara
O012657,C04226,2024-02-06,Website,Mobile,,4,Completed,Uttar Pradesh,Jaipur
O012658,C02895,2025-02-03,Website,Tablet,,6,Completed,Madhya Pradesh,Chennai
O012659,C00269,2024-05-21,Website,Mobile,CAM0021,4,Completed,Karnataka,Kolkata
O012660,C06331,2024-05-13,Mobile App,Tablet,CAM0022,5,Completed,Tamil Nadu,Bengaluru
O012661,C03443,2025-03-20,Marketplace,Mobile,,3,Cancelled,Haryana,Lucknow
O012662,C07465,2024-10-14,Mobile App,Desktop,,3,Completed,Maharashtra,Mumbai
O012663,C07097,2024-09-14,Marketplace,Mobile,,3,Completed,Delhi,Pune
O012664,C03838,2024-02-08,Website,Desktop,,3,Completed,Tamil Nadu,Mysuru
O012665,C04209,2024-10-31,Mobile App,Mobile,,5,Shipped,Punjab,Chennai
O012666,C00119,2024-10-09,Mobile App,Desktop,CAM0049,7,Completed,Karnataka,Hyderabad
O012667,C06793,2025-06-09,Website,Mobile,,1,Completed,Odisha,Vadodara
O012668,C00922,2025-02-10,Website,Mobile,,7,Completed,Rajasthan,Ahmedabad
O012669,C00624,2024-12-24,Mobile App,Mobile,CAM0057,4,Completed,Madhya Pradesh,Kochi
O012670,C04193,2025-01-12,Website,Mobile,CAM0064,4,Completed,Bihar,Bhubaneswar
O012671,C02357,2025-04-13,Website,Mobile,,3,Completed,Gujarat,Gurugram
O012672,C01749,2024-10-07,Website,Mobile,CAM0046,5,Completed,Odisha,New Delhi
O012673,C00202,2025-07-18,Website,Mobile,,4,Completed,Tamil Nadu,Patna
O012674,C01438,2024-01-11,Mobile App,Mobile,,5,Completed,Delhi,Bhubaneswar
O012675,C04933,2024-07-04,Mobile App,Mobile,,3,Completed,Karnataka,Mumbai
O012676,C02839,2025-07-02,Mobile App,Desktop,,4,Cancelled,Rajasthan,Vadodara
O012677,C04939,2024-01-09,Mobile App,Tablet,,6,Completed,West Bengal,Kolkata
O012678,C04193,2024-01-28,Mobile App,Mobile,,3,Completed,Delhi,Bengaluru
O012679,C06943,2025-04-08,Website,Desktop,,5,Completed,Punjab,Ahmedabad
O012680,C07855,2025-05-25,Website,Mobile,CAM0082,3,Completed,Tamil Nadu,Gurugram
O012681,C04172,2025-05-16,Website,Mobile,,4,Cancelled,Maharashtra,Bhubaneswar
O012682,C00986,2025-08-04,Marketplace,Mobile,,4,Completed,West Bengal,Patna
O012683,C01983,2024-08-05,Website,Desktop,CAM0038,3,Completed,West Bengal,Coimbatore
O012684,C00178,2025-03-04,Website,Mobile,,6,Cancelled,Madhya Pradesh,Vadodara
O012685,C02463,2024-01-03,Mobile App,Mobile,,5,Completed,Tamil Nadu,New Delhi
O012686,C06815,2024-07-05,Website,Desktop,,2,Completed,Odisha,Ahmedabad
O012687,C03069,2024-02-12,Website,Mobile,CAM0006,4,Completed,Rajasthan,Indore
O012688,C05720,2025-02-14,Website,Desktop,,3,Completed,West Bengal,Ahmedabad
O012689,C04157,2024-07-08,Mobile App,Mobile,,4,Shipped,Maharashtra,Kolkata
O012690,C04351,2024-02-11,Website,Mobile,,2,Shipped,Delhi,Indore
O012691,C04388,2024-04-06,Mobile App,Desktop,,3,Completed,Gujarat,Surat
O012692,C07412,2025-05-31,Website,Desktop,CAM0081,2,Completed,Odisha,Gurugram
O012693,C06511,2024-05-15,Marketplace,Desktop,,2,Completed,Uttar Pradesh,Ahmedabad
O012694,C03146,2025-05-24,Mobile App,Desktop,,2,Completed,Kerala,Vadodara
O012695,C00621,2025-06-02,Website,Mobile,,6,Completed,Gujarat,Chandigarh
O012696,C06013,2024-02-06,Marketplace,Mobile,,4,Completed,Odisha,Gurugram
O012697,C02512,2025-08-01,Marketplace,Desktop,,6,Shipped,West Bengal,Ahmedabad
O012698,C02313,2025-05-31,Mobile App,Mobile,,3,Completed,Maharashtra,Surat
O012699,C06380,2024-02-27,Mobile App,Mobile,,3,Returned,Tamil Nadu,Vadodara
O012700,C02714,2024-06-03,Website,Mobile,,4,Completed,Odisha,Kochi
O012701,C05517,2024-04-22,Website,Mobile,,5,Completed,Bihar,Vadodara
O012702,C04411,2025-04-04,Website,Desktop,CAM0078,3,Shipped,Karnataka,Surat
O012703,C02077,2025-03-17,Mobile App,Desktop,,4,Shipped,Odisha,Surat
O012704,C05917,2024-08-15,Mobile App,Mobile,,3,Completed,Telangana,Indore
O012705,C03649,2025-08-01,Website,Mobile,,3,Completed,Maharashtra,Indore
O012706,C06855,2024-05-01,Website,Mobile,CAM0017,4,Completed,Rajasthan,Gurugram
