return_id,order_item_id,return_date,reason,refund_amount
RET3NC4M7PW,OI0019700,2025-05-22,Size/fit,2111.22
RETUZ8OYYP2,OI0021223,2024-08-30,Other,8473.47
RETT6SYY277,OI0030645,2025-02-15,Not as described,1106.0
RET0J1BHWUD,OI0006182,2025-04-06,Wrong Item,2895.74
RET3HLEMQA0,OI0026260,2024-08-08,Damaged,1546.7
RETCVIGU0US,OI0026306,2024-11-25,Other,17990.27
RETXULUENGC,OI0021660,2024-01-24,Wrong Item,23768.67
RET0S1AOOIN,OI0006419,2024-08-06,Arrived late,14141.09
RET7AQP91TC,OI0004648,2024-11-21,Size/fit,14790.46
RETEAWMUASD,OI0044099,2024-12-09,Arrived late,1519.89
RETQ9AL3UCT,OI0019425,2024-02-13,Size/fit,1032.92
RET78115B2T,OI0029699,2025-02-24,Size/fit,362.79
RETEMJYX0YG,OI0033578,2025-04-24,Arrived late,4641.16
RETEZC57AFK,OI0014713,2025-02-24,Arrived late,20601.21
RETXQR5W0SR,OI0012182,2024-09-15,Wrong Item,625.16
RETQAA06IOU,OI0028867,2025-04-13,Other,664.94
RETC6VW8LKA,OI0002082,2025-05-16,Other,15050.39
RETK6T3SQUQ,OI0030881,2025-03-19,Arrived late,2125.58
RET9IEZMA0U,OI0040959,2024-03-02,Wrong Item,4906.48
RETXYHRP8SA,OI0019028,2025-03-09,Other,652.32
RETJRR66R6F,OI0030866,2024-09-19,Wrong Item,2198.3
RETKK8D2IQA,OI0028576,2025-05-09,Wrong Item,9798.41
RETOW0Z8W5V,OI0025619,2025-07-04,Size/fit,1355.98
RETVHOXNYVA,OI0031591,2024-07-28,Other,1297.23
RET1CNPR0NJ,OI0028323,2024-02-28,Other,7388.85
RETG1G6A4KH,OI0029043,2025-02-19,Size/fit,2631.86
RET8D74O766,OI0005502,2024-05-19,Arrived late,2192.02
RETJDAC6ZDB,OI0045572,2024-04-23,Size/fit,518.09
RETPRBQX0L1,OI0016136,2025-03-02,Other,30548.7
RETVY39ME6U,OI0016809,2024-08-04,Other,6225.15
RETZOFMDPEJ,OI0007041,2024-03-14,Arrived late,2957.93
RETAEAY3QLC,OI0010658,2025-08-13,Size/fit,4929.55
RETKR9HCYHJ,OI0019820,2025-06-12,Damaged,13903.93
RETUOY47OAH,OI0039999,2025-07-01,Damaged,2094.86
RETG0LP7DUV,OI0026955,2024-10-11,Arrived late,12514.12
RET5JQ3GLEL,OI0009878,2025-02-18,Size/fit,150.83
RETDFL7AYKU,OI0012201,2024-01-25,Size/fit,8053.66
RET0YD3R5G4,OI0040621,2024-02-19,Wrong Item,21809.87
RET1I5KBQPV,OI0021156,2024-02-25,Other,34257.19
RETGHF55A39,OI0043901,2025-03-11,Not as described,3778.78
RET1U3ZJUCU,OI0023418,2025-08-23,Arrived late,9195.71
RETN4E6U846,OI0012093,2024-12-18,Not as described,9597.12
RETBNN7F3B4,OI0008898,2024-02-20,Not as described,9676.75
RET3SL4PLIC,OI0028375,2025-03-26,Arrived late,2001.61
RETHGVOH59N,OI0012702,2024-04-17,Size/fit,51618.83
RETBVUCNEIX,OI0018695,2024-11-21,Arrived late,1199.86
RETJK034EKF,OI0043658,2025-06-07,Not as described,4069.2
RET60DUC9MD,OI0046296,2025-03-31,Other,2839.71
RET0DMWHO1N,OI0041732,2025-05-13,Other,2421.78
RETE3FDDLHA,OI0006737,2024-07-10,Other,185.55
RETW9QNKWSE,OI0025087,2024-02-12,Size/fit,11575.96
RETUSYA0WVE,OI0035390,2024-09-21,Damaged,2721.24
RETAF9GLTSP,OI0033979,2025-07-06,Arrived late,5454.9
RET9JWOTAWX,OI0000199,2024-05-02,Other,1463.26
RETOBUN82T1,OI0017837,2025-07-10,Arrived late,14287.36
RET8XRZ2SU8,OI0024013,2024-11-12,Other,2394.07
RETZSB0FETX,OI0011307,2025-02-26,Size/fit,2171.93
RETG3B6MAVD,OI0008410,2024-12-29,Damaged,252.12
RET2OO8PA5O,OI0022930,2024-03-30,Damaged,1210.6
RET3KC98D6Q,OI0005992,2024-08-31,Other,2129.62
RETHY5IYESY,OI0020458,2025-05-19,Size/fit,1382.21
RET3Z8IX8YV,OI0040064,2024-06-14,Wrong Item,3847.14
RETNUQEWLXN,OI0016881,2024-03-27,Arrived late,33264.21
RETX3BN6782,OI0035246,2025-05-21,Arrived late,4484.52
RETCO4U4J5G,OI0014899,2024-06-28,Not as described,1650.74
RET2L4RBVG2,OI0006416,2025-07-10,Size/fit,11985.87
RETBX88YACT,OI0003461,2024-04-30,Not as described,837.3
RETIA943DF7,OI0030371,2024-10-15,Other,7917.07
RETHI4CL5H6,OI0014702,2024-02-12,Not as described,337.77
RETCX5B1E5T,OI0018204,2025-07-02,Damaged,1006.39
RETPT0ECRBT,OI0006530,2024-02-16,Arrived late,6232.4
RETLQGSZOP9,OI0031176,2025-08-29,Not as described,1340.65
RETGSK10L7I,OI0032954,2024-10-01,Damaged,1205.59
RET68UMRKF1,OI0025638,2024-10-15,Size/fit,905.64
RETETYU57N6,OI0039108,2025-04-13,Not as described,1554.21
RETI3HGCRUW,OI0038234,2024-08-31,Other,2598.21
RETN84G1K4X,OI0013535,2024-12-05,Other,1846.29
RETPUWH1OQV,OI0009694,2024-09-26,Other,2698.15
RETL785Y6HM,OI0014471,2024-05-27,Arrived late,8581.82
RETQ9FU7PT0,OI0008123,2025-02-07,Not as described,1811.56
RET36SAAJ93,OI0010076,2024-05-09,Size/fit,4961.25
RETH3D7A4VA,OI0006803,2024-12-04,Not as described,5550.45
RET0EZUFNMT,OI0027901,2025-03-07,Arrived late,3594.36
RETGWNWLE53,OI0044745,2024-08-12,Damaged,2244.45
RETYSGUUIYX,OI0002711,2024-04-02,Arrived late,2897.59
RETEO49FPUX,OI0007129,2025-07-27,Other,2893.12
RETHAOYYDSR,OI0030801,2024-03-10,Damaged,17601.07
RET2NAMQCS7,OI0030673,2025-07-06,Other,1729.99
RETIPDJYAW6,OI0005412,2024-03-15,Wrong Item,1382.04
RETX2XKV6S8,OI0010455,2025-08-13,Arrived late,8275.07
RETS51WT9B4,OI0004352,2024-12-15,Arrived late,7262.15
RETLN2KGZ6N,OI0017156,2024-10-25,Size/fit,483.65
RETLMYMVBNJ,OI0042626,2025-02-01,Not as described,2662.47
RETOB4EQADI,OI0020490,2024-11-05,Damaged,2797.75
RETRFYLWW0X,OI0027763,2024-02-28,Damaged,283.36
RETO68H2AL0,OI0026351,2024-11-19,Size/fit,18323.93
RETDKLFZ2J2,OI0036565,2024-05-23,Size/fit,751.94
RET9NM8LHVL,OI0029281,2024-07-11,Not as described,2960.78
RET8YAVWDUM,OI0034447,2024-11-27,Other,4031.17
RET0JXQ512E,OI0013996,2024-07-06,Not as described,122.26
RETYLJ6KC0S,OI0035853,2024-02-11,Arrived late,56039.64
RETNLPPXD35,OI0034952,2024-08-31,Other,1621.05
RETWK6K46WM,OI0028690,2024-05-22,Wrong Item,2215.81
RETTT02GYFA,OI0019225,2024-05-28,Not as described,421.92
RETTPSRXMOP,OI0015502,2025-07-07,Size/fit,1781.2
RETQWWMLLVH,OI0022023,2025-01-06,Other,1450.56
RETQWXIQLCN,OI0023063,2024-01-24,Not as described,3504.78
RETVIQTLS8L,OI0032077,2024-03-26,Damaged,12945.64
RET1QX82SMJ,OI0016740,2024-08-05,Wrong Item,221.5
RET7Z2AE3O7,OI0027160,2024-11-25,Arrived late,1883.66
RETDS2FJQEL,OI0018740,2024-03-08,Damaged,682.1
RETBNXQLJCK,OI0009027,2024-12-17,Damaged,2130.65
RETKIIP4PUZ,OI0001220,2025-08-13,Wrong Item,3132.65
RETVUU8UCLZ,OI0031701,2025-01-31,Arrived late,2796.63
RET3B5XZY6L,OI0003397,2024-08-28,Size/fit,9549.45
RETCD00GH5W,OI0027195,2024-01-26,Other,15119.27
RETLXDLU50L,OI0017769,2025-08-02,Arrived late,3159.78
RET7G3847AG,OI0039890,2025-05-13,Not as described,923.65
RETY51ASU6O,OI0008905,2025-02-17,Damaged,23869.59
RETTWPJ8FV0,OI0017913,2024-10-15,Not as described,1603.34
RETQ3R7GZ9R,OI0017281,2024-12-12,Size/fit,675.58
RET01GQ0B3M,OI0037137,2024-11-04,Not as described,2131.32
RETCJJC8JI3,OI0019680,2024-11-15,Arrived late,1935.15
RET8Q2NRUQD,OI0003932,2024-04-11,Not as described,8458.55
RETWNYXN62P,OI0012884,2025-01-13,Size/fit,1447.38
RET0N5SD4UQ,OI0022039,2025-08-18,Size/fit,3901.9
RET4DN3SJBH,OI0042922,2024-05-01,Size/fit,3500.12
RETCP0B7ZY0,OI0045910,2025-07-06,Arrived late,24738.35
RET5M70LZEX,OI0003618,2024-12-12,Size/fit,243.53
RETEFJTX9X1,OI0045247,2024-02-19,Damaged,636.67
RET4887RG8E,OI0002985,2024-05-30,Size/fit,2237.67
RETXW778NMS,OI0031323,2025-05-17,Not as described,1506.47
RETZ0K26KPZ,OI0008932,2025-07-07,Other,1490.4
RETA2QCX68S,OI0035846,2025-03-26,Not as described,10767.02
RETVOR2XL5Z,OI0032386,2024-07-03,Other,311.73
RETP24HZTHJ,OI0003886,2025-07-21,Not as described,2450.77
RETBF2ER1SJ,OI0011209,2025-01-28,Arrived late,18759.25
RETBH2V1GAG,OI0028792,2024-08-09,Not as described,57526.43
RETIOHMGLMP,OI0007063,2025-03-05,Arrived late,4847.54
RETGJ5S5OCX,OI0005719,2025-08-15,Arrived late,6440.16
RET3PJAQ3K9,OI0027150,2025-05-19,Size/fit,7015.85
RET5HS580PO,OI0033219,2025-06-16,Damaged,6823.43
RETIH0CK0Y0,OI0013589,2024-10-26,Other,7705.71
RET52ILQIG4,OI0024025,2025-07-16,Size/fit,1539.01
RETOA01U282,OI0027025,2024-04-24,Size/fit,629.94
RETG452IN4P,OI0003054,2024-02-11,Arrived late,5110.22
RETDSV63Z66,OI0013173,2024-01-19,Arrived late,1610.08
RETUMMVZU6F,OI0032553,2025-03-12,Other,2940.06
RETU47AI3RP,OI0014890,2024-08-16,Not as described,1915.15
RET9EHHC3GA,OI0006425,2024-03-23,Not as described,1973.42
RETINQ86ND0,OI0031186,2024-12-26,Size/fit,2208.45
RET6TVN6JJX,OI0022137,2024-08-01,Wrong Item,1936.48
RETFE1ZSYJC,OI0012284,2024-10-14,Wrong Item,17529.94
RETUX5ELF2P,OI0009909,2024-05-07,Not as described,3871.73
RETOEOJJ6LW,OI0045900,2024-12-29,Wrong Item,1184.47
RET2Z8I6I8T,OI0010265,2024-12-15,Not as described,30244.57
RETS71115Y3,OI0005036,2024-08-07,Arrived late,3322.94
RETXB1NJ9X4,OI0036814,2025-05-15,Size/fit,2080.96
RET16EGSNYW,OI0002866,2025-02-16,Damaged,2292.75
RETEL2YFTMK,OI0034689,2024-04-10,Size/fit,6977.7
RET0F8JDLDI,OI0000298,2024-11-09,Not as described,1496.15
RETB4X7QM5O,OI0021523,2024-07-05,Not as described,47068.32
RET0H64BRA8,OI0000315,2025-08-10,Size/fit,77927.13
RET6OGGOWFL,OI0042656,2025-07-08,Other,758.45
RETACBSYK9M,OI0037386,2024-07-25,Not as described,11585.44
RETKA35INWI,OI0034758,2025-01-01,Wrong Item,47498.16
RET5AZQCD50,OI0020538,2025-07-14,Wrong Item,26975.51
RETXID8J66M,OI0008257,2024-07-23,Not as described,22716.47
RET2WQD27ME,OI0036459,2024-03-03,Not as described,3847.82
RET4QT2PUST,OI0002894,2024-08-22,Other,5618.19
RET8G4GY54B,OI0008148,2025-06-27,Wrong Item,3768.54
RETG7Z8Y1UN,OI0021901,2024-07-06,Not as described,1720.18
RET4XAZPSM5,OI0021248,2025-06-25,Not as described,1441.65
RETTRUANHQA,OI0034401,2025-03-05,Other,56642.9
RETE62FAH16,OI0028237,2025-08-08,Other,694.49
RETIJYLIL11,OI0021426,2024-11-26,Size/fit,2523.39
RET9C2QM7AD,OI0042383,2024-07-31,Other,1524.77
RETJTBFE4PK,OI0036411,2025-05-06,Damaged,601.73
RETDL2KPK3T,OI0007322,2024-02-29,Wrong Item,1592.29
RETEM725A2S,OI0031801,2024-01-14,Size/fit,14274.51
RETMVGA0KJG,OI0002099,2024-11-04,Damaged,749.75
RETTZ8D4U3Q,OI0039050,2024-08-05,Not as described,11436.61
RET0JYRWSG2,OI0000629,2025-01-05,Not as described,1930.8
RETJ4OS296X,OI0022359,2025-08-26,Size/fit,554.22
RETYV6DS8XT,OI0022763,2025-05-06,Other,806.38
RETG56QXM9H,OI0005523,2024-06-14,Not as described,8450.78
RETD4D4279Y,OI0037157,2025-05-27,Arrived late,171.85
RETH99EWOE8,OI0031457,2025-02-12,Size/fit,19693.99
RETFF9KUQBK,OI0013444,2025-05-18,Damaged,1140.62
RETL6R0U44N,OI0028706,2025-08-02,Size/fit,7794.37
RET9YMBATKB,OI0017642,2024-09-03,Wrong Item,2854.0
RET3NK40O5V,OI0016595,2025-08-02,Other,6175.06
RETQR30QBE8,OI0034883,2024-10-26,Other,1213.11
RETLQPAEO39,OI0029805,2024-03-28,Size/fit,875.78
RETZXXFXJFZ,OI0025333,2024-12-27,Not as described,1506.23
RETBST4Q0ME,OI0031361,2024-06-07,Not as described,6046.25
RETA0CQCFMM,OI0024229,2024-12-15,Arrived late,3376.09
RETPREWH0CY,OI0027328,2025-04-15,Arrived late,2545.89
RET9N7UVDK6,OI0011083,2025-03-28,Other,44176.56
RETT5EOL0ES,OI0045806,2025-03-19,Arrived late,220.9
RETRRI8U9RH,OI0037725,2024-08-09,Damaged,1738.16
RETCLT2UDN7,OI0042725,2025-08-24,Arrived late,2817.84
RETTFA9DL7Z,OI0036698,2024-06-10,Damaged,1126.32
RET5QQKXVLU,OI0039658,2025-02-20,Arrived late,329.53
RETOTPTWYAS,OI0009452,2024-01-22,Other,1703.76
RET6KDL5GTD,OI0011127,2024-02-29,Other,22896.43
RETYLBDCUV9,OI0005743,2024-05-09,Damaged,1631.31
RETDJRQWWRX,OI0016031,2024-11-02,Size/fit,3292.19
RETWE8EN3XJ,OI0010531,2025-02-26,Other,1251.82
RETTTC0HANZ,OI0033179,2024-09-03,Size/fit,8716.41
RET86LMYXL7,OI0025725,2024-08-20,Not as described,16275.14
RETOJXWMAE7,OI0037979,2025-06-21,Damaged,6056.68
RETNDHCQ7Q0,OI0021885,2025-01-12,Other,5771.9
RETDAONLGR8,OI0034646,2024-08-04,Wrong Item,63991.79
RET3URVYSEX,OI0035570,2024-12-08,Not as described,2163.66
RET5XEIXK99,OI0006231,2025-04-27,Size/fit,108781.33
RETM766W3NQ,OI0014852,2024-06-07,Other,1007.56
RETWQILGWJP,OI0032823,2025-02-28,Damaged,8915.31
RETDCCBMQK8,OI0000145,2025-04-24,Arrived late,3485.03
RETTU7D5H78,OI0003520,2025-01-06,Wrong Item,2927.96
RETZCO7I4CE,OI0000005,2024-03-02,Size/fit,1706.72
RETNH4EDR8M,OI0024178,2025-02-28,Not as described,8475.82
RETCVSM0XZU,OI0022601,2024-11-29,Damaged,4672.35
RETR7T3Q0ZK,OI0025864,2025-02-04,Wrong Item,6088.79
RET97YLP06J,OI0031252,2025-07-26,Damaged,8838.83
RETLV4ACT3E,OI0029075,2024-10-07,Other,12071.66
RETVQZQUWWZ,OI0038424,2024-02-20,Arrived late,20729.54
RETRGMDS6YF,OI0025378,2025-03-29,Not as described,3049.47
RET33SWEN1B,OI0002580,2025-04-15,Damaged,8626.66
RETEWJEGMA4,OI0007862,2025-07-03,Size/fit,965.43
RETKF4AGRI3,OI0020868,2024-06-28,Other,134920.77
RETWOJE6WZ0,OI0012478,2024-10-19,Other,599.33
RETBWGPUW5Z,OI0021419,2025-04-28,Not as described,648.71
RET95YBOT78,OI0012849,2024-06-11,Other,601.93
RETY8IMSPJC,OI0041905,2024-04-02,Size/fit,4637.64
RETDJUMZI2R,OI0013843,2024-08-28,Damaged,3565.47
RETBRL7HZZK,OI0013944,2024-03-15,Not as described,18738.7
RET1BHNIPPZ,OI0009063,2025-03-28,Other,8261.19
RETXUA0Y7I6,OI0017032,2025-05-13,Other,553.17
RETYC3DN4KM,OI0027166,2024-05-05,Size/fit,1917.91
RETXLL5QRX4,OI0027520,2025-03-24,Arrived late,1093.79
RETTK1QYBQI,OI0025315,2024-08-04,Arrived late,13880.76
RET6WP6JY4Y,OI0022944,2025-06-05,Other,99963.73
RETJ2YAQJ7L,OI0019026,2024-10-12,Damaged,1184.81
RET2FG06X2M,OI0041945,2024-08-02,Not as described,6040.61
RETFUX6MZPQ,OI0016986,2024-01-19,Other,30470.69
RET5GZJPA04,OI0009684,2025-07-20,Wrong Item,4427.39
RETUEGBZSMD,OI0024168,2024-02-13,Not as described,21272.95
RET6HE8FXZU,OI0013096,2025-03-04,Arrived late,1677.01
RET5JDQ8WQ3,OI0030085,2025-01-23,Other,110002.96
RETMRWSYESB,OI0031866,2025-06-04,Size/fit,6717.96
RETLZS4WBAV,OI0039957,2024-10-17,Wrong Item,1704.77
RETRFJ70VNP,OI0046036,2024-03-27,Other,8724.67
RETD0QWZ312,OI0011809,2025-01-28,Damaged,1474.36
RET6W1XNYT3,OI0041891,2024-09-26,Wrong Item,4203.93
RETQQCXSZST,OI0006395,2024-11-19,Other,30522.14
RETT72FE05X,OI0024268,2025-07-02,Damaged,12041.33
RETQIJAO7AV,OI0022947,2025-04-04,Wrong Item,595.92
RETRW0PFUR0,OI0044855,2024-07-28,Damaged,4988.97
RETGVIWJSJM,OI0040800,2025-03-15,Damaged,4470.71
RETQL4U7VWH,OI0025091,2024-03-23,Wrong Item,783.79
RETLKA1IN9E,OI0034984,2025-07-18,Wrong Item,2469.77
RET1U000PXC,OI0033884,2025-08-20,Damaged,4498.89
RET75UJZ6YA,OI0031069,2024-10-20,Arrived late,2578.26
RETIGOAU0NP,OI0012234,2025-07-31,Wrong Item,841.01
RETZHAPAN36,OI0041758,2025-01-22,Other,1384.25
RETEQVE2WMA,OI0007218,2024-11-21,Not as described,246.5
RETSGDV2KFZ,OI0012007,2025-06-07,Size/fit,519.99
RET8X0ITYDY,OI0034409,2024-04-26,Damaged,5539.78
RETAB2EJKIA,OI0018845,2024-03-04,Damaged,2252.05
RETAA2Y23UE,OI0009737,2025-07-26,Size/fit,1368.64
RET3IO44ZYC,OI0033798,2025-07-01,Arrived late,10909.41
RETDIF0WIUZ,OI0041940,2024-02-24,Size/fit,2944.57
RETEYRV8YED,OI0042755,2024-12-26,Wrong Item,408.64
RETXA05BM2K,OI0042567,2025-05-14,Size/fit,2827.0
RETK5QVAY81,OI0034080,2025-03-19,Damaged,1612.54
RETPFXYRWCZ,OI0016050,2024-06-11,Size/fit,12925.78
RET2UNDK8LG,OI0017931,2025-04-15,Not as described,25378.34
RET6ULWJH8D,OI0036555,2024-09-06,Other,5271.47
RETP0IOSSDC,OI0030766,2025-01-04,Wrong Item,748.39
RET9EZIZO08,OI0025451,2024-07-02,Size/fit,748.73
RETE0JSV8TN,OI0015356,2024-08-26,Damaged,3916.46
RETP416GY4J,OI0027634,2024-06-22,Other,70.01
RET4UGVV9DO,OI0021475,2024-09-01,Wrong Item,1502.29
RET596A42SP,OI0045471,2024-03-22,Damaged,259.16
RETC58HYO0L,OI0041092,2024-06-01,Arrived late,3696.48
RETT1SDUZIQ,OI0039116,2025-04-28,Not as described,1341.55
RETG2PTJYY3,OI0030864,2024-06-03,Arrived late,146.32
RETD2B6E4DW,OI0041806,2025-05-25,Not as described,7445.91
RETRGIU14I4,OI0037633,2024-12-19,Size/fit,1107.26
RETQ8FORM7I,OI0042451,2024-05-23,Wrong Item,2675.02
RETA8Y4589D,OI0033480,2025-07-26,Size/fit,2997.73
RET1HQEX6DK,OI0015405,2025-08-20,Not as described,4778.17
RETAWTMOZOB,OI0016719,2025-06-02,Not as described,2078.85
RETB62HVIA3,OI0032418,2024-08-25,Not as described,32657.44
RET2DZDRS42,OI0034483,2025-01-16,Other,11268.43
RETPLX15GBE,OI0006975,2024-08-22,Damaged,9174.89
RETCUD50STN,OI0009196,2024-05-23,Wrong Item,402.59
RETPSAXIIME,OI0000429,2025-06-07,Size/fit,18684.98
RETV9WEML8W,OI0017292,2024-10-23,Size/fit,2441.88
RETI06WC3UB,OI0027101,2024-04-10,Arrived late,11860.24
RET03KAZHE8,OI0016827,2024-12-31,Not as described,1057.44
RETS7S4NPLZ,OI0026169,2025-06-29,Not as described,724.12
RETYUVWG2OS,OI0003037,2025-01-01,Not as described,42785.48
RETDPIYJGZX,OI0005504,2024-06-14,Size/fit,29968.82
RETTACYD4DS,OI0000737,2024-05-28,Arrived late,4311.32
RETNBFDSAZM,OI0021101,2024-05-29,Damaged,1466.27
RETK843HKHS,OI0002886,2024-11-13,Other,784.34
RETT96BELQA,OI0011297,2025-01-13,Wrong Item,8766.69
RETE449IJ1N,OI0019877,2025-06-26,Damaged,3175.02
RET8AN9A48Y,OI0024726,2024-11-27,Size/fit,4021.88
RETIQZT8XKB,OI0041044,2024-02-09,Other,505.3
RETMAKF88M9,OI0010747,2025-07-01,Other,14597.21
RETG32CXUV5,OI0041952,2024-06-01,Other,6399.14
RET200G0PR0,OI0044212,2025-01-05,Not as described,4724.88
RETSIQ249BJ,OI0006873,2024-03-07,Wrong Item,3896.73
RETTQJ9YUOD,OI0008518,2024-02-15,Size/fit,1846.97
RETE4LPOSGR,OI0027555,2025-05-21,Size/fit,12179.72
RET8IF1JM7Y,OI0031680,2024-06-17,Other,1921.67
RETZ48DOA4P,OI0010539,2024-02-21,Size/fit,3098.22
RETZAWEV44J,OI0037486,2024-09-01,Wrong Item,16469.7
RETT6694YEX,OI0032771,2024-11-29,Wrong Item,4217.64
RETHLHM9UMU,OI0038227,2024-10-03,Arrived late,1070.15
RETGMGIQ4YH,OI0022970,2024-02-25,Arrived late,1815.95
RET5M9EWXYD,OI0030301,2024-12-26,Damaged,2718.62
RET5VPJW07P,OI0033054,2024-06-11,Wrong Item,2569.19
RETKGO6PEQH,OI0013950,2024-06-02,Wrong Item,2266.45
RETYFJRXHKG,OI0040630,2025-03-07,Wrong Item,2137.98
RETWWTAT7CM,OI0028114,2024-02-18,Arrived late,3697.48
RETTYVI01M0,OI0027171,2024-08-03,Other,2158.09
RETNB9U8QRQ,OI0024359,2025-02-06,Other,400.52
RETAXLBDRC3,OI0037626,2024-07-28,Size/fit,2121.88
RETUDFUDC1D,OI0027131,2025-07-24,Other,1228.45
RETBNPSGJMO,OI0015653,2024-06-15,Not as described,2822.37
RET1T81H8IF,OI0026870,2024-09-24,Arrived late,12617.01
RET2BIUNIA7,OI0025262,2024-03-08,Wrong Item,3266.33
RETXFGCL0CT,OI0005568,2025-08-17,Other,1141.22
RET322GEKH3,OI0004072,2024-08-19,Arrived late,6651.11
RETYXQCD53V,OI0020500,2024-07-29,Other,5598.43
RETM54TYBQG,OI0039858,2025-02-25,Damaged,136.0
RETA1J6IMI8,OI0027958,2025-01-11,Wrong Item,7482.95
RETN8JL4IBD,OI0021011,2024-05-06,Damaged,26938.77
RET34JM2AZZ,OI0021534,2025-07-09,Wrong Item,3943.55
RETJFXK87EA,OI0004200,2024-05-27,Arrived late,2870.48
RETO3TM78V5,OI0023540,2025-07-06,Size/fit,585.29
RET89PGGJYL,OI0037818,2025-03-22,Other,6346.75
RETWERSRP9G,OI0020399,2024-11-22,Other,466.33
RETLJVC1E74,OI0017053,2024-07-09,Not as described,1359.98
RETM89PV89J,OI0007403,2025-02-28,Damaged,280853.79
RETZW0H3BFW,OI0023159,2024-05-15,Other,5384.02
RETQA2MOPA5,OI0003069,2024-09-24,Arrived late,170.93
RETH776YL37,OI0033193,2024-09-15,Size/fit,44658.53
RETZY75YYUL,OI0013701,2024-07-16,Arrived late,14815.58
RET06I3X59X,OI0032551,2025-04-21,Damaged,2809.37
RET4IBLLNPA,OI0008782,2024-04-09,Not as described,1358.9
RET7EQMTMDY,OI0024420,2024-08-16,Other,6043.42
RETGH15BP9R,OI0016805,2024-01-28,Arrived late,1811.37
RETMD0HGPSW,OI0034515,2024-04-15,Wrong Item,102953.85
RETAMY8BEN9,OI0029233,2024-09-30,Size/fit,4874.95
RETYGA23A5K,OI0005458,2025-06-21,Arrived late,12415.55
RETPFAG64VT,OI0042522,2024-07-15,Size/fit,2531.27
RETPLYSDFMN,OI0040352,2024-02-15,Other,403.42
RETI85X1N8Q,OI0022295,2024-09-05,Wrong Item,1201.18
RETNVVR5XGN,OI0003735,2025-05-04,Not as described,372.02
RETLTQ7CRO4,OI0043693,2024-12-11,Not as described,5802.78
RETZZLXNHHS,OI0009695,2025-05-16,Wrong Item,46592.03
RETTGUBISIU,OI0027885,2024-11-06,Size/fit,1252.03
RETJ29FYNLU,OI0028738,2024-03-28,Other,8140.79
RET40AG4WWN,OI0019928,2024-12-02,Arrived late,6263.57
RETTRA8MB13,OI0001139,2025-08-19,Wrong Item,2022.31
RET7S81IJZK,OI0027470,2025-06-03,Damaged,5127.42
RETSKHRST88,OI0039560,2024-07-30,Size/fit,9177.73
RET55GTTFAF,OI0013525,2024-10-23,Not as described,497.57
RETTHJSTZNZ,OI0012592,2024-12-04,Wrong Item,6933.43
RETXR0MUNYA,OI0030247,2024-03-18,Not as described,6620.78
RET1GOTLPHT,OI0005921,2025-05-09,Size/fit,36726.71
RETJSVBPG5U,OI0027172,2024-08-10,Not as described,3179.82
RETDE8FY9GX,OI0020780,2025-03-25,Wrong Item,43450.63
RETH959KW97,OI0016585,2025-02-07,Size/fit,2374.07
RETKGQR8UHJ,OI0045299,2024-02-28,Damaged,1759.72
RETYMZ1WPOB,OI0034487,2024-02-06,Wrong Item,1507.05
RET39RIBIPL,OI0017970,2024-12-06,Arrived late,7067.83
RET226VVK02,OI0041734,2025-05-16,Other,2261.08
RETK7AXNU12,OI0025513,2025-08-13,Wrong Item,292.18
RETBKR7XNOH,OI0026905,2024-04-23,Size/fit,3776.73
RETTZNQ15QU,OI0028211,2024-05-25,Other,1510.82
RETG3FXCHID,OI0017025,2024-09-16,Wrong Item,3351.03
RETVG776PUM,OI0042878,2025-05-11,Damaged,1058.85
RETGXXZDGGV,OI0041479,2025-08-19,Damaged,7052.2
RETVSWQ520J,OI0000263,2025-07-15,Arrived late,4416.96
RETT2YRNBAO,OI0017399,2024-12-18,Not as described,3187.2
RETM5A4VBFR,OI0044986,2025-01-01,Other,1275.13
RETZ4B7QKQ1,OI0020826,2025-02-19,Size/fit,861.7
RET5719OV3I,OI0022407,2024-11-01,Size/fit,7883.72
RETQA1OOMO3,OI0018306,2024-08-03,Not as described,4722.85
RET0L53BX3Z,OI0031297,2024-05-02,Damaged,1168.33
RET8J37IMT8,OI0001049,2025-04-01,Damaged,1988.78
RETRUHFCWSD,OI0004690,2025-04-20,Wrong Item,330.15
RETTLWZXFUA,OI0007025,2024-07-25,Arrived late,673.15
RET1GBTLW0Y,OI0016648,2025-01-09,Other,2213.51
RETWB8RKZ5W,OI0026074,2024-12-12,Arrived late,11477.89
RETYL5ZXNWL,OI0012442,2024-04-01,Arrived late,289.82
RETWIKN2ZJT,OI0004414,2025-01-23,Wrong Item,6570.73
RETKXUO6XG2,OI0042979,2024-09-12,Arrived late,37329.12
RET5KL2J0J1,OI0025510,2024-07-23,Not as described,3103.07
RETUWHU77C4,OI0013475,2025-08-10,Wrong Item,4683.3
RETPX3BBH9R,OI0044422,2025-01-08,Not as described,9040.16
RETO485RN80,OI0042657,2025-05-26,Wrong Item,1504.4
RETR1YUX1IV,OI0009313,2025-02-06,Arrived late,4247.68
RETW2CD3MT8,OI0023128,2024-07-14,Not as described,3100.47
RETBCPFGKWQ,OI0038074,2025-07-19,Not as described,186.75
RETAYNHW8VV,OI0010152,2025-03-07,Not as described,8411.97
RETSZ32H3PK,OI0027206,2024-12-31,Wrong Item,2456.29
